tale_id;book_id;tale_id_author;tale_id_book;title;division_1;division 2;location;longitude;latitude;full_text;booktitle
11;1;11;11;Der gespenstige Kaiser;NaN;Der Constantinische Palast;Trier;6.675;49.76917;"Nachts, wenn hoch am Pol die Sterne funkeln, Geht im Constantinischen Palast, Bald im Lampenscheine, bald im Dunkeln, Ein gespenstig Wesen sonder Rast: Kaiser Constantin Selber geht darin, Als jahrhundertjähr’ger Gast. Dem gespenst'gen Kaiser deckt die Lenden Goldgestickt, ein langer Prachttalar, Schild und Scepter trägt er in den Händen, Leichenähnlich starrt sein Augenpaar; Eine Krone sist, Edelsteinumbligt, Auf des Kaisers greisem Haar. Dunkler glüh'n der Lampen helle Flammen, Schleppt er durch die Säle seinen Gang, Schild und Scepter schlägt er grell zusammen; Thüren knarren auf in dumpfem Klang; Wenn der Haushahn kräht, Kehret er und geht Langsam dem Balkon entlang. Constantinischer Palast. Dann erscheint er auf den Wendelstiegen, Schreitet durch der Höfe weiten Plan: Manche Schläfer, die im Bette liegen, Fahren auf und hören bang ihn nah'n. Wo der Thurm erhöht Mit dem Bogen steht, Klimmt er hoch das Dach hinan. Fragt ihr, was der Kaiser denn begangen, Daß ihn Jahr um Jahr so wandernd schaut: Anfangs sah man an der Stelle prangen Eine Kirche für die Himmelsbraut; Doch der Kaiser hat An der Kirche Statt Den Palast sich aufgebaut. Wird dereinst, so hört man gläubig sagen, In dem Constantinischen Palast, Wie zu Anfang, eine Kirche ragen, Frei wird dann der Geist von seiner Last, Und er geht zur Ruh, Seinem Grabe zu, Wo ihn sanfter Schlaf umfaßt. - ";Trier und seine Umgebung in Sagen und Liedern
12;1;12;12;Das Ungeheuer;NaN;Das Neuthor;Trier;6.675;49.76917;"Dicht an des Neuthers alten Mauern Lag, aufgethürmt von Quaderstein, Ein finstrer Bau, mit Schreck und Schauern Geflohen einst von Groß und Klein, Dort stand in dunkelem Gemache Ein Ungethüm, halb Hahn hulb Drache. Ein struppiges Gefieder deckte. Kohlrabenschwarz den Riesenhahn; Gekrönt mit gold'nem Kamme reckte Er hoch den Kopf zur Deck' hinan; Sein Auge drohte röthlichglühend, Sein offner Schnabel feuersprühend. Zwei kleine Flügel, stachelrändig, Umschwirrten den geduns'nen Bauch, Luftfächelnd kühlten sie beständig Des Feuerschnabels Flammenhauch. Der Schwanz, gekrümmt in hohem Reise, Glich einem langen Drachenschweife. Auf seine Federbrust entwallte Ein Ziegenbart, giftschaumbeneßt, An jeder seiner Fersen hallte Ein Sporn, beschuppt und hornbeseßt; An seinen Zehen starrten Klauen Aus einem Hahnenei geboren, War gut der Drachenhahn bewehrt, Kein Pfeil vermocht ihn zu durchbohren, Nicht Feuer fruchtete, noch Schwert. Nur Eines brachte ihm Verderben: Sah er sein Bild, so mußt' er sterben. Gar Mancher griff nach Schild und Spiegel, Die Stadt vom Scheusal zu befrei'n, Er ließ sich öffnen Schloß und Riegel, Trat in die Schreckenshalle ein, Doch Keiner kehrte als Befreier, Sie alle fraß das Ungeheuer. ";Trier und seine Umgebung in Sagen und Liedern
13;1;13;13;St. Nicolas;NaN;Die Moselbrücke;Trier;6.675;49.76917;"Auf der Brücke zu Trier ist hoch in Stein Ein Kreuz mit dem Heiland zu schau'n, Darunter ist in den Felsen hinein Eine Nische eingehau'n. St. Nicolas steht da in blauem Gewand Und trägt einen Bischofstab in der Hand. Einst fuhr ein Schiffer zur Winterszeit, Da die Mosel geschwollen war, Er war von der Trierer Brücke nicht weit, Sein Schiff war in großer Gefahr: ,,St. Niclas!"" rief er in Angst ohne Rast, „Ich versprech' dir 'ne Kerze, so groß wie der Mast.“ Das Schiff braus't glücklich ohne Leck Durch der Brücke Wogengewühl; Der Schiffer schlug ein Schnippchen keck: ,,St. Niclas! du kriegst nicht so viel!"" Wer die Kerze nicht gab, war der Schiffersmann, St. Niclas sah es geduldig an. Der Schiffer fam wieder über's Jahr Mit schwerbeladenem Schiff, Er sah die Brandung und nahe Gefahr, Laut rief er am Brückenriff: St. Niclas!.."" Da stepft ihm die Fluth den Mund, Das Schiff mit dem Schiffer versank in Grund. ";Trier und seine Umgebung in Sagen und Liedern
14;1;14;14;Das Verließ;NaN;Die Moselbrücke;Trier;6.675;49.76917;"Mitten auf der Brücke Stand ein steinern Thor, Mit gezackten Binnen Sah es hoch empor. Aus dem Thore führte, Tief, wie in ein Grab, In den Brückenpfeiler Eine Stieg hinab. Eine Eisenthüre Schloß dies Stromverließ, Wo man arge Frevler Ins Gefängniß stieß. Durch die einz'ge Luke In dem Erkerstein Blickte überm Flusse Matt der Tag hinein. Wehe Dem, der schmachtend Dort im Kerker lag, Wo sich am Gemäuer Dumpf die Woge brach! Schlaf und Ruhe flohen Jenen Schreckensort, Denn des Flusses Rauschen Ruhte nimmer dort. Einst durchzeg ein Näuber Wild das Moselland, Mancher stille Wandrer Fiel von seiner Hand. Ins Verließ der Brücke Ward er eingebracht, Statt des grünen Waldes War's um ihn jetzt Nacht. Stürmend kam der Winter In das Moselthal, Und die Berge lagen Hochbeschneit und kahl. Wo mit muntern Wellen Einst der Fluß sich wand, Starrte jest des Eises Erzgepanzert Band. Mofelbrücke. Laue Lüfte wehten Wieder durch das Thal, Und der Schnee der Berge Schmolz vom Sonnenstrahl. Und die Eisesdccke Sprang in grimmer Wuth, Hochauf schwoll des Stromes Schneegenährte Fluth. ,,Jene Erkerluke, Die zum Kerker führt, Blieb sie von der Woge Wohl auch unberührt?"" So befragt sich Mancher Nach der Schreckensnacht, Die von Eisesfeffeln Frei den Fluß gemacht. Und man eilte bange Nach dem Brückenthor, An der kleinen Luke Schwoll die Fluth empor! Bei dem Sturm der Wogen, In der bösen Nacht, Wurde des Gefangnen Ach! zu spät gedacht! Als die Wasser diangen In des Pfeilers Schors, Riß sich dort der Arme Von den Ketten los. Doch das Eisengitter Mehrte seine Noth: Kopfzerschmettert lag er An dem Gitter todt. Und seit jenem Tage Blieb der Pfeiler leer: Keine Menschen lagen Dort im Kerker mehr. Oft in stillen Nächten Hallt ein dumpf Getön Aus dem hohlen Pfeiler, Fast wie Angstgestöhn. ";Trier und seine Umgebung in Sagen und Liedern
15;1;15;15;Constantius;NaN;Der Dom;Trier;6.675;49.76917;"Es kam, erkoren von Marimian, Constantius in Trier's Mauern an; Er zog daher mit Wagen und mit Roß, Umringt vom glänzendreichen Dienertroß. Sein Sinn ist menschenfreundlich, mild und gut, Er dürftet nicht, wie Rictiovar, nach Blut, Er läßt die Christen-Tempel unversehrt, Er herrscht, obwohl kein Christ, vom Volk geehrt. Und wenn es galt das Kriegerschwert zu zieh'n, Dann stürzt er muthig in den Kampf dahin: Einst drohte wild der Allamannen Macht, Constantius bändigt sie in heißer Schlacht. Triumph erscholl durch Gallien bis zum Rhein, In Trier zog der hohe Sieger ein: Da traf sein Herz der Liebe gold'ner Strahl, Aus Trier's Töchtern trifft er seine Wahl. In Trier war ein Fräulein, schön und reich, An Reiz und Anmuth war ihr Keine gleich, Sie glänzte durch Geburt und Ahnenruhm, Wohl dient' Helena noch dem Heidenthum. Wo ist der edle Mann, Helena's werth? Wo ist der Held, berühmt durch Sieg und Schwert? Helena reicht Constantius Herz und Hand, Sie knüpft mit ihm der Ehe schönstes Band. Und als Augustus schmückt er jeßt den Thron; Helena schenkt dem Gatten einen Sohn, Sie pflegt den Sohn mit Mutterzärtlichkeit, Der Sohn vergilt's ihr wohl zu seiner Zeit. Hold lacht dem Gatten seines Heerdes Glück; Ihn ruft Britannien, mit nassem Blick Erdrückt er seines Herzens schweren Harm, Er reißt sich los aus seiner Gattin Arm. Was freut Helena, die nun einsam lebt? Der Knabe ist's, der ihren Geist erhebt; Er wächst zum Jüngling hochbeherzt heran, Gebt Acht! aus ihm wird einst ein großer Mann. Helena schwindet manche Jahresfrist, Seitdem ihr Gatte in Britannien ist, Was nüßt es ihr, daß er sich Lorbeern bricht, Ach! all sein Ruhm stillt ihre Sehnsucht nicht! Da scholl die Kunde bis zum Moselfluß: Zu Eboracum starb Constantius, Helena's Herz durchfuhr es wie ein Schwert: So treu hat nie ein Weib den Schmerz genährt. Constantius' Reste kamen über Meer, Es war Helena's Wunsch nach Trier her, Mit Thränen ward die Urne reich beneßt Und glänzend auf dem Marsfeld beigefeßt. - ";Trier und seine Umgebung in Sagen und Liedern
16;1;16;16;Helena;NaN;Der Dom;Trier;6.675;49.76917;"Constantius' Tod erhob Helena's Sohn, Den schlauen Constantin, zu Galliens Thron; Die Christussahne schwingend kämpft der Held, Zu seinen Füßen sinkt die Römerwelt. Er ist es, der den Kreuzesstamm erhöht, In dessen Schuß die Christenkirche steht, Er selbst bekennt sich ja zum Christenthum, Denn ihm verdankt er Herrschaft, Glanz und Ruhm. Mit heißem Dank zieht's ihn zur Mutter hin, Er krönt fie feierlichst zur Kaiserin, Auch wenn er Niemand auf der Erde ehrt, Sein Herz zur Mutter bleibt ihm unversehrt. Helena, die sich jezt auch Christin nennt Und ganz in Liebe zu dem Heiland brennt, Freigebig fördert sie mit reicher Hand Des Christenthumes Segen durch das Land. Umstrahlt von hoher kaiserlicher Vracht, Befiht sie, wie es scheint, nur Gold und Macht, Um, wie ein Engel in verklärtem Schein, Den Nothgebeugten Trösterin zu sein. Sie selber, die erhab'ne Kaiserin, Sie wandelt zu den niedern Hütten hin, Sie selbst erquickt der Armen Mund und Herz, Sie selbst, sie heilt verlaß'ner Kinder Schmerz. Sie spricht, entblößt von aller Majestät, Im Tempel gern beim Volke ihr Gebet, Sie leuchtet dort als Andachtmusterbild, Mit Andacht wird das Volk turch sie erfüllt. Von langen Säulenhallen eingefaßt, Ragt glanzvoll ihr in Trier ein Palast, Die Böden, die das Prachtgebäude hegt, Mit buntem Marmor sind sie ausgelegt. Die Wände strahlen hell von rothem Gold, Und auf dem Goldgrund schimmern Blumen held, Als wären Hyacinthen eingewebt: Die Blumen Wände blühen wie belebt. Und an den Zimmerdecken sind zu schau'n Gebilde, halberhaben ausgehau'n: Aus Marmor sind sie kunstvoll ausgeführt, Dem Bildwerk gleich, das oft die Krypten ziert. So glich denn ihr Palast an Schmuck und Bau Den hohen Christentempeln fast genau; Helena ließ der Kaiser stimmte ein Ließ den Palast zu Trier's Dome weih'n. - Von da an prangte in dem zweiten Rom Zu Gottes Lob und Preis der prächt'ge Dom, Er prangt und ragt und wächst seit jener Zeit, Ein Denkmal von Helena's Frömmigkeit. ";Trier und seine Umgebung in Sagen und Liedern
17;1;17;17;Die Schwalben;NaN;Der Dom;Trier;6.675;49.76917;"Meßgebete, Lieder wallen, Durch des Domes weite Hallen Und es steht am Hochaltar Bischof Egbert im Talar. Durch den off'nen Fensterbogen Kommen Schwalben hergeflogen, Fliegen zum Altar herbei, Fliegen ringsher mit Geschrei. Fliegen kreischend immer fühner, Daß der arme Messendiener Nicht des Bischofs Worte hört, Daß der Lärm den Bischof stört. Kaum kann er die Messe enden Und den letzten Segen spenden: Horch! am Hochaltare dort Ruft der Bischof nun das Wort: „Schwalben! weil ihr hier mich störet Und das Beten mir verwehret, Kommt noch eine je von euch In den Dom, sie sterbe gleich! Und ich sprech in Gottes Namen Auch zu diesem Wunsche Amen: Schwalben, die ihr jezt hier schwebt, Fallt zu Boden unbelebt!"" Und es fielen in der Halle Ungesäumt die Schwalben alle, Leblos, durch des Wortes Kraft Aus der Luft hinabgerafft. Jede Schwalbe, die noch heute Fliegt ins inn're Domgebäude, Fällt durch Egbert's Machtgebot Jezt noch gleich zu Boden todt. ";Trier und seine Umgebung in Sagen und Liedern
18;1;18;18;Der Krummelstuhl;NaN;Der Domkreuzgang;Trier;6.675;49.76917;"Im Kreuzgang des Doms ist ein Sessel von Stein, Er steht an der Mauer fast niedrig und klein, Der Name des Sessels ist männlich bekannt, Der Krummelstuhl wird er in Trier genannt. Dort traten die Diener des Doms vor den Richter, Er strafte mit Strenge das böse Gelichter. Kein Wunder, daß drum auch der dienenden Schaar Die Stelle des Stuhles ein Schreckensort war, Der steinerne Sessel war ihnen verhaßt, Er sollte auch Anderen werden zur Last. Am Tage der Kreuzeserhöhung erschienen Die Diener dort jährlich mit drohenden Mienen. Sie standen im Kreuzgang versammelt zu Hauf Und sprachen und lachten und lauerten auf, Und kam dann ein harmloser Bürger daher, So griff ihn gewaltig das dienende Heer Und stampfte den Mann auf den Krummelstuhl nieder, Und stampfte das Sißfleisch ihm wieder und wieder. Bezahlt er ein Lösgeld, so ward ihm die Fahrt, Das Prallen und Springen in Gnaden erspart; Da griff man wohl gern in die Tasche hinein, Ein Dreier befreite von Schande und Pein; Doch ach! wenn das Beutlein zu Hause geblieben, So ward mit dem Sessel die Rechnung geschrieben. Einst kam da ein Bürger, gar schalkhaft und reich! Ha! sprachen sie kleinlaut, Den stampfen wir weich, Wenn tief er nicht gleich in das Beutelchen greift: Man sperrte den Pfad ihm, in Masse gehäuft. Der Arme! er hatte kein Geld in den Taschen! Da mußt er wohl anders sich Gnade erhaschen. Er sprach:,, erlaßt mir für heute den Spaß, Kommt lieber heut Abend zu mir auf ein Glas, Ich habe ein Faß sechs und sechfiger Wein, Er schluckt sich so lieblich wie Zucker hinein, Er sell euch das Löfegeld doppelt vergüten."" Die Menge erklärte fich jubelnd zufrieden. Und eh noch der Abend zu dämmern begann, Da kam die Gesellschaft der Stampfer heran. Der Wirth er empfing fie gar artig und hold Und spendete reichlich das perlende Gold. Sie saßen und tranken mit heißer Begierde, Bis jeder des Kopfes Umnebelung spürte. Es düstert der Abend, er ruft sie nach Haus, Sie wanken und schwanken zur Thüre hinaus, Sie sinken auf's Pflaster, vom Schmerze durchkrampft: Da wurden die Stampfer denn selber gestampft. Wohl Mancher sprach damals mit herzlicher Lache: Wahrhaftig Das war eine Trierer Rache! ";Trier und seine Umgebung in Sagen und Liedern
19;1;19;19;Das alte Trier;NaN;Die Stadt Trier;Trier;6.675;49.76917;"O altes Trier, zweites Rom, Begränzt von Berg und Flur und Strom, Wie viele deiner Herrlichkeiten Verschwanden in dem Sturm der Zeiten! Einst stand ein Capitol in dir, Die Curie gab dir Glanz und Zier, In deinem Circus tobten Spiele, Beklatscht vom regen Volksgewühle. Des Prätors Stuhl erhob sich da In prächtiger Basilika, Und durch des Forum's Säulengånge Bewegte sich die bunte Menge. Ein Siegesbogen pries als Lohn Den tapfern Vater und den Sohn, Die beid in schlachtenreichen Tagen Der Alamannen Heer geschlagen. Am Moseluser strahlte hold Ein Ther mit manchem Stern von Gold, Als Leuchtthurm flammt' es durch die Nächte, Damit es Licht den Schiffen brächte. Auch hat ein eisern Merkurbild Mit Staunen Viele da erfüllt: Durch der Magnete Kraftgewalten Ward schwebend es emporgehalten. Ein Jupiter, der ragend stand, Mit goldner Schale in der Hand, War von besiegter Völker Steuern Errichtet, Trier's Ruhm zu feiern. Die Schale war ein Werk voll Kunst: Man fühlte sich von Weihrauch - Dunst (Kein Feuer sah man) süß umflossen, Ward Räucherwerk darauf gegossen. Dies Alles ward der Zeit zum Raub, Barbaren warfen es in Staub, Barbaren stürzten die Paläste, Die Tempel, jest zerstreute Neste, Die, kunstbezeugend, deutungsschwer, Die Felder decken ringsumher, Wo einst die hohen Size waren Der weltbeherischenden Gäsaren. Wer zählt die Röm'schen Villen all, Die, wie ein buntgeschmückter Wall, Die Moselufer einst bekränzten Und reich an Pracht und Reiz erglänzten! Wer preist der Bäder Wunderbau, Die Gärten auf Gebirg und Au, Die Haine, die auf grünen Hügeln Sich malten in Mefella's Spiegeln! Wie manche reiche Villa stand, Erhöht auf steiler Felsenwand! Vorüber floß an ihrem Fuße Der Strom, sanftplätschernd wie zum Gruße. Auf flachem Uferstrande lag Die and're, nah am Wellenschlag, Umlacht von üppiggrünen Wiesen, Von Fluren, die den Eigner priesen. Noch and're Villen floh'n den Blick Und wichen von dem Strom zurück, Sie ruhten in des Stromes Buchten, In wildverwachsnen Felsenschluchten: Um mitten in dem Felsgestein Sich auch der Fernsicht zu erfreu’n, Erhob man Thürme dort und Zinnen, Des Thales Anblick zu gewinnen. Noch andern Villen war's verlieh'n, Den Fluß in ihren Schoos zu zieh'n, In Teichen, wohlverschloß'nen, fangen, Die blanken Fische einzufangen; Und and're prangten auf den Höh'n, Die den Fluß herniederseh'n, Und blickten weit auf ferne Wälder, Auf Fluth und Weinberg, Wies' und Felder. Wer sänge würdig und genau Nun gar der Villen Schmuck und Bau, Die stolzerhabnen Säulendächer, Die kunstbelebten Prunkgemächer, Die Statuen von Meisterhand, Die Prachtgemälde an der Wand, Der Lustgehege Schattengänge, Des ganzen Haushalts Glanzgepränge! Am Heerweg und im stillen Hain Erschienen Inschriften in Stein, Als Denkmale der lieben Todten Dem Wanderer zur Schau geboten. Grabsäulen, ausgehau'n mit Fleiß, Verbildlichten der Ahnen Kreis ; Was der Verstorb'ne trieb im Leben, Der Grabstein mußt' es wiedergeben. Römer - Trier, zweites Rom, Du liegt jezt selbst an deinem Strom Ein Grabstein jener großen Zeiten, Ein Schemen jener Herrlichkeiten! Ach hartes Schicksal, grausam Loos! Warst du, mein Trier, einst so groß, Nur um der späten Enkel Herzen Zu füllen mit der Wehmuth Schmerzen? ";Trier und seine Umgebung in Sagen und Liedern
20;1;20;20;Der Stadtgeist;NaN;Die Stadt Trier;Trier;6.675;49.76917;In Trier herrschte Rictiovar Mit seiner wilden Römerschaar: Alltäglich wuchs der Christen Zahl, Er würgte fie mit blut'gem Stahl. Einst ritt er aus auf stolzem Roß, Gefolgt von seinem Dienertroß, Da bäumt das Thier, der Reiter fällt Und hat den Schädel sich zerschellt. Seit jener Zeit geht Nictiovar Als Geist in Trier immerdar, Ihn drückt die schwere Sündenlast, Im Grabe hat er feine Rast. Er herrschte lebend einst mit Wuth, Als Stadtgeist ist er sanft und gut, Denn freilich: Wer nie Ruhe hat, Der wird des Wüthens endlich satt. Er wandelt bald als Ochse stumm Zur Nachtzeit in der Stadt herum, Als schwarzer Hund erscheint er bald, Bald tritt er auf in Bocksgestalt. Oft kommt er gar als Bäuerlein Am Abend in die Stadt hinein, Das Röckchen grau, das Hütlein rund, Das Tabakspfeifchen in dem Mund. Auch zeigt er sich am lichten Tag, Springt andern Kühen schäfernd nach Als Rind, das weder stößt noch beißt: In Trier spukt kein böser Geist. Schwärmt Einer Nachts daher im Saus, So führt er freundlich ihn nach Haus, Schellt selber an und fordert Licht: Der Stadtgeist ist so schlimm noch nicht. Und trifft er einen armen Mann, Als reicher Herr tritt er hinan, Schenkt Geld ihm, daß das Säcklein reißt: Durch Trier geht ein guter Geist. · ;Trier und seine Umgebung in Sagen und Liedern
21;1;21;21;Trier's Wahrzeichen;NaN;Die Stadt Trier;Trier;6.675;49.76917;"Gar Viele fingen euch und sagen Von Trier, einer alten Stadt, Noch hat kein Buch es vorgetragen, Daß Trier drei Wahrzeichen hat, Drei leben in des Volkes Munde, Von ihnen geb' ich euch jezt Kunde. Das erste Zeichen ist der große Christophel bei dem Römerthor, Da steht der Riese ohne Hose Und hält das Jesuskind empor; Er trägt fünf gold'ne Knöpf' am Rocke, Ihm dient der wilde Baum zum Stocke. Das zweite ist der Eulenspiegel: Zur Marktfontaine wand're hin, Er läßt auch dort dem Scherz die Zügel: Durch seine Beine siehst du ihn Gesenkt nach einem Spieglein´ blicken, Das Spieglein hält er auf den Rücken. Das dritte ist der Stein beim Dome, Der Stein, der am Portale ruht, Ihn warf in einem Feuerstrome Der Teufel dort hinab, voll Wuth, Weil auf des Römerthores Pforten Die Kirche war errichtet worden. Gar Viele fingen euch und sagen Von Trier, einer alten Stadt, Ihr mögt es in die Ferne tragen, Daß Trier drei Wahrzeichen hat, Mag auch an Höhe jedes Zeichen Dem Wiener Stephansthurme weichen. L Einzelheiten der Stadt Crier. ";Trier und seine Umgebung in Sagen und Liedern
22;1;22;22;Das Trebeta-Bild auf dem Stadthause;NaN;Einzelheiten der Stadt Trier;Trier;6.675;49.76917;"(In der Mitte des Gemäldes ist der Gründer der Stadt Trier, Trebeta, des Ninus Sohn, mit Turban und Königsmantel abgebildet; Trebeta trägt auf dem Schoose und auf jeder Hand ein Gebäude mit Thürmen. Interhalb Trebeta befindet sich Ninus, auf dem Haupte eine Königskrone tragend, worin die Worte zu lesen find: Ninus Rex. Links und rechts von diesen Hauptgegenständen zeigen sich noch folgende Darstellungen: links ein Merkurbild, das zwischen zwei Magnetsteinen schwebt; rechts ein Jupiter, welcher eine Schale mit emporlodernder Flamme hält. Außerdem befindet sich hinter Trebeta's Haupte und in jeder der beiden untern Ecken ein Thürme tragendes Gebäude, so daß im Ganzen sechs solcher Gebäude auf dem Bilde vorhanden sind. Oben über der Mitte des Gemäldes ist ein Wappen, woran eine Schleife flattert.) Auf der Schleife steht zu lesen: Trebeta, vonn Erenn schen, Dregt Trier, die edell Kron. Unterhalb Trebeta und Ninus: Semiramis, ein Kinigin Des Reichs von Afsirien, Einzelheiten Crier's. Nini des Kinigs eliche Gemachel, Jer genuegiht nit die grosse Sahl, Die Landt und Luidt, die sy besas, Die Welth ir zu klain was. Dar zu als uns die Schrifft sacht, Wart us dem Reich verjacht, Jer Stief Sun, Trebeta genanth, Der verlies fins Vatters Land, Und bauth Trier, die edell Stath, Die irenn Namen da von hath. Und wiert erkanth das Haubt und Kron Vor andern Stedten in Europen schon, In dem dritten Tail der Welth Des Altter halben vuir gezelth, Die loblich Stath an sich gebracht Durch iere Weisheit, Kraft und Macht: Strasburg, Basell und Kollen mit Streit, Darzu Wurms, Menhs mit der Zeit, Mit vil andern flecken und Schlos, Mit Land und Leudt, die sy besas ierer gros Und herlich an Diensten, Silber und Golt; Den sy auch behielt Gueten Schirm und Frid Nach der Statt und Rom Sitt, Der sy sich gleichet an Ars und Regiment, So das sy darnach wart genent Einzelheiten Trier's. Der ander steten ein Bloem, Das ander und dis zweith Rom. Links: über dem Merkur: Vor Christus Geburt Trier, die alte Stat, Zway dusent acht und nuinzig Jar gebuit wart; Drey dusent hundert syben und sybenzig Jar Nach Anfang der Welt ist angefangen funder far; Dusend drey hundert Jar vor Rom Ward uffgericht Trier, die edle Kron. Unter dem Merkur: Von Eisen was gegossen ein Bilde hoche, Mercurius genent, der im Tempel floge, Solches zwaier Magnetenn Krafft Inn der Luffth schwebenn macht. Rechts: über dem Jupiter: Man listh von Noe, dem ser althen Mann, Also wie er drey jungerr Suin gewann: Cham, Sem, Japheth warden sy genanth, Einzelheiten Crier's. Der erst Affricam, der zweit Afiam erfult hath, Japheth, der drith, Europam er alain besas, Deß Trier das Haupth und die Bluemen was. Unter dem Jupiter: Von Marmell ein Bild, Jupither genanth, Ein blatthenn hielt es in seiner Hanth, Das was vonn Lischteun gemacht so guet, Das Weirauch da in rauchet sunder Gluet. ";Trier und seine Umgebung in Sagen und Liedern
23;1;23;23;Der Engelberg;NaN;Einzelheiten der Stadt Trier;Trier;6.675;49.76917;"Wer sich zum Kreuz bekannte, Der kam da in Gefahr, Ihm drohte Tod und Bande Der grause Rictiovar. ,,Die Götter angebetet!"" So fodert er mit Wuth; Die Mosel ward geröthet Von der Erwürgten Blut. Cinzelheiten Crier's. Es währte viele Tage Der Christen Blutgericht, Sie litten ohne Klage, Der Tod erschreckt sie nicht. Ein immer neu Gedränge Strömt zu den Henkern hin, Die mit gewohnter Strenge Ihr blutig Amit vollzieh'n. Es wohnt in jenen Stunden Ein christlich Weib allhier, Nach Martertodeswunden Verlangt sie mit Begier. Ihr vierzehnjähr'ger Knabe, Beseelt von gleicher Gluth, Ach, unreif noch zum Grabe! Auch er hat Todesmuth. Noch schläft in ihren Armen Ein Säugling, wunderhold, Wird diesem wohl Erbarmen Vom Blutgericht gezollt? Die Mutter mit den Kindern Wohnt an entlegnem Ort, Gar leicht kann sie verhindern Den ihr gedrohten Mord. Einzelheiten Crier's. Ihr winkt im Himmel drüben Der Marterpalme Strauß, Sie eilt mit ihren Lieben Zum Blutgerüst hinaus. Da folgt ihr auf dem Gange Ein schöner Jüngling nach, Der mit gar füßem Klange Zu Sohn und Mutter sprach: ,,Ihr braucht nicht so zu eilen, Drei Tage währt es noch, So lange könnt ihr weilen Und kommt rechtzeitig doch.""— ,,Nein!"" riefen Weib und Knabe, ,,Wir kommen nie zu früh, Geh, nimm dir unsre Habe, Die uns der Himmel lieh. Wir wollen dir nicht fluchen, Du steckt in eitlem Wahn, Du willst uns nur versuchen Auf unsrer Siegesbahn."" - Der Jüngling wird ein Engel, Er sprach: „Ich werd' euch seh'n Mit einem Palmenstengel Bald in des Himmels Höh❜n.“ I Einzelheiten Trier's. Umglänzt von Sonnenhelle, Schwebt er vom Erdenrand: Seitdem ward jene Stelle Der Engelberg genannt. Die Mutter sprach mit Freuden Noch viel von Tod und Heil; Den Säugling und die Beiden Traf bald das Henkerbeil. ";Trier und seine Umgebung in Sagen und Liedern
24;1;24;24;Die Blume der Mägde;NaN;Einzelheiten der Stadt Trier;Trier;6.675;49.76917;"(Krämeramtshaus.) Ein großer Schaß für Haus und Heerd Das Haus, das diesen Schaß entbehrt, Mit Recht wird es beklagt. Das Krämeramt zu Trier war Darum nicht zu beklagen, Dort dient ein Mägdlein wunderbar Vor vielen, vielen Tagen. Einzelheiten Crier's. Helena hieß die Wundermagd, Sie trug an sich kein Gold, Sie, die sich jeden Schmuck versagt, Sie ist so schön, so hold. Sie fühlte des Bedrängten Noth In ihres Herzens Kerne, Sie sparte selbst sich ab das Brod Und gab's den Armen gerne. Im Bette ruhten trág und lang Wohl andre Mägde aus, Sie ging beim Morgenglockenklang Schon früh ins Gotteshaus. So streute sie des Guten Saat Auf allen ihren Wegen, Auf Allem ruhte, was sie that, Der schönste Gottessegen. Die Arbeit ging ihr rasch von Hand, Sie schaffte Dreien gleich, Oft kocht sie ohne Feuerbrand Die Speise essensweich. Wenn Wolken trüb am Himmel zieh'n Und sie geht Wäsche bleichen, Gleich fängt die Sonne an zu glüh'n, Die trüben Wolken weichen. Einzelheiten Crier's. Die Gänse, die Helena pflegt, Bald find fie fett und schwer; Das Huhn, von ihr gefüttert, legt Der Eier dreimal mehr. Die Wiese, von ihr abgemäht, Gab nie so reiches Futter, Die Kuh, die in dem Amte steht, Nie so viel Milch und Butter. Oft goß fie Waffer in den Krug, Trat zu den Gästen ein, Und wenn sie es den Gästen trug, So war es eitel Wein. Sie ging zum Markte, kaufte da Ein Dußend kleiner Fische, Die kamen ellenlang beinah Als Prachtgericht zu Tische. Einst fanden sich im Krämerhaus Wohl mehr der Gäste ein, Als zu dem angesagten Schmaus Gemeldet mochten sein: Da wußte sich des Hauses Wirth Vor Schrecken nicht zu fassen, Helena sprach ganz unbeirrt: Gott muß man walten lassen. Einzelheiten Crier's. Es reichten, als das Mahl begann, Die Speisen sattsam aus; Und nach dem Mahl rief Mann für Mann: Das war ein voller Schmaus! Und schmeichelnd sprach der Wirth zur Magd Mit freundlichster Geberde: ,,Helenchen! ihr habt recht gesagt, Gesättigt ist die Heerde!"" So eine gold'ne Dienstmagd war Dem Amte schäßenswerth, Kein Wunder, daß das Amt fürwahr Mit Schmerzen sie entbehrt. Jedoch Helena war erwählt Zu einem höhern Lorse, Sie, die jest achtzehn Jahre zählt, Glich einer Maienrose. Der Kaiser zog in Trier ein, Er sah die schöne Maid, Er wünschte ihr Gemahl zu sein: Helena war bereit. Da ward die Dienstmagd Kaiserin Und saß auf hohem Throne, Und trug von Gold und von Rubin Die schönste Strahlenkrone. Einzelheiten Crier's. ";Trier und seine Umgebung in Sagen und Liedern
