sagenid;werkid;sagennummerimwerk;titel;sagebkategorie;sagengruppe;ortschaft;longitude;latitude;volltext;buchtitel
776;5;85;Die St. Ulrichsquelle bei Avenheim;NoCategorie;NoGroup;Kochersberg;7.57816691199;48.6410930657;"Die St. Ulrichsquelle bei Avenheim. Der heil. Ulrich, Bischof von Augsburg, war ein naher Verwandter des Königs Dagobert, der zu Kirchheim residierte. Als er einst diesen seinen königlichen Oheim besuchen wollte kam er auch in die Gegend, wo heute Avenheim liegt. Es war mitten im Sommer, und die Hize sehr groß, so daß Menschen und Thiere beinahe vor Durst verschmachteten. Da stieß der Bischof, gleichsam wie des herrlichsten Wassers sprudelte hervor ; und alles zog erquickt weiter. Die Quelle aber floß von da ab in gleicher Stärke immer weiter, und die Leute kamen von nah' und fern herbei um das Wunder des h. Ulrich zu sehen und in der Quelle zu baden. ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
777;5;86;Der Drescher von Rohr;NoCategorie;NoGroup;Kochersberg;7.57816691199;48.6410930657;"Der Drescher von Rohr. Schon lange vor Tag waren einige Bauern von Rohr in einer Scheune versammelt, um zu dreschen. Nun hörten sie mit einem Male eine wunderschöne Musik hinten an der Scheune vorüberziehen. Da es aber Montag war, glaubten sie, es wären Bursche aus einem der Nebendörfer, die sich, nach durchschwelgter Nacht, in trunkenem Uebermuthe von der Musik nach Hause begleiten ließen. Der jüngste unter den Dreschern, der als Knecht im Hause diente, öffnete alsogleich die hintere Scheunenthüre, die ins Feld ging Andern, wie wenn ihn ein gewaltiger Sturmwind plößlich ergriffen und fortgerissen hätte. Vergebens suchten sie ihn und riefen ihn bei Namen. Erst drei Tage später kam er müde und gebrochen im Dorf an. Er erzählte, daß ihn, da er den Kopf zur Scheune hinausgestreckt, gleich nach seinem Anrufe, eine furchtbare Gewalt, wie ein Wirbelwind erfaßt und fortgetrieben hätte ; als der Tag gebleicht, sei er endlich zu sich selbst gekommen, habe sich aber gegangenen Tage habe er zu seiner Rückkehr ins Dorf gebraucht. ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
778;5;87;Trenks Mantelsack;NoCategorie;NoGroup;Kochersberg;7.57816691199;48.6410930657;"Trenks Mantelsack. heim, befand sich Trenk mit mehrern seiner Panduren. Plößlich kam Befehl zum Aufbruch. Es war eine stockfinstere Nacht . Die Pferde wurden gesattelt, mit schweren, meist Raub und Kriegsbeute enthaltenden Mantelsäcken beladen. Dies bemerkte ein Knecht des Herrn von Weitersheim ; er benüßte die durch den eiligen Befehl zum Aufbruche verursachte Verwirrung und machte sich etwas an Trenks Mantelsack zu schaffen. Unbeachtet lockerte er die Riemen, welche den schweren Mantelsack hinter dem Sattel befestigten, so daß dieselben sich bei der ersten raschen Bewegung vollends lösen mußten. Im Galopp sprengte Trenk mit seinen Panduren davon. Der lorenen Mantelsack, den er sogleich in einen Sumpf versenkte und kehrte sodann wieder unbemerkt zum Schlosse zurück. von Dr. Lienhart) . Allein Trenk, dessen gemeine Raubsucht und Habgier bekannt ist, gewahrte bald den Verlust seines reichbeladenen Mantelsacks und kam wieder mit einigen seiner Panduren und einem seiner Reitknechte in's Schloß geritten. Haus, Hof, Stallung, Alles wurde durchsucht, aber der vermißte Mantelsack blieb unentdeckt. Da fiel Trenks Verdacht auf den Reitknecht, welcher ihm das Pferd hof stehenden Baum aufzuhängen. Vergebens betheuerte der arme Reitknecht seine Unschuld und sprach in seiner Todesangst den schrecklichsten Fluch gegen den unbekannten und unbestraften Thäter aus. Das strenge Urtheil des Obersten wurde vollzogen, und der eigentliche Dieb wohnte der Hinrichtung des unschuldigen Reitknechtes bei. Nachdem sich der Kriegslärm verzogen hatte, und wieder Friede und Ruhe im Elsaß hergestellt waren, verließ der schuldige Knecht seinen Dienst bei Herrn von Weitersheim und kaufte sich nach und der Gemeinde an, ohne daß Jemand ahnen konnte, woher ihm das Geld dazu geworden war. stand schien immer mehr zuzunehmen. Allein es war, als ob der Fluch des unschuldig Hingerichteten in Erfüllung gehen sollte. Seine schwendeten Hab und Gut und starben alle arm und verachtet. Vor seinem Tode bekannte der Knecht, wie er selbst sagte, um Ruhe zu bekommen, seine Schuld. Der Baum, an welchem der Reitknecht seinen Tod gefunden, stand noch vor einigen Jahren im Schloßhof. ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
779;5;88;Das Mittagläuten in den Dörfern des Kochersbergs;NoCategorie;NoGroup;Kochersberg;7.57816691199;48.6410930657;"Das Mittagläuten in den Dörfern des Kochersbergs.Zwei feindliche Heerscharen, die eine zahlreicher als die andere, hatten die Gegend am Kochersberg besezt und lange stillstand ab, der an einem bestimmten Tage um zwölf Uhr Mittags zu Ende gehen sollte. Der Anführer der kleinen Schar, der wenig Hoffnung zum Sieg hatte, suchte sein Heil in einer List, die ihm auch völlig gelang ; er schickte im Geheimen in mehrere der nächst gelegenen Dorfschaften, namentlich nach Gugenheim und Rohr, und ließ das Mittagläuten schon um elf Uhr anheben. Kaum hatte die Glocke ausgetönt, so überfiel er die Feinde, die noch keinen Angriff erwarteten und trieb sie in die Flucht. Zur Erinnerung an diese Thatsache, soll sich das Mittagläuten um elf Uhr im ganzen Kochersberge bis zum heutigen Tage forterhalten haben. ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
780;5;89;St. Autors Brünnlein in Maursmünster;NoCategorie;NoGroup;Maursmünster;7.37099677128;48.694247484;St. Autors Brünnlein in Maursmünster.St. Leobardus, einen Schüler des h. Columbanus gestiftet worden, hatte in den zwanziger Jahren des neunten Jahrhunderts zum Abte den frommen Celsus, der darauf bedacht war, seinem Kloster den bestmöglichsten Schirm und Glanz zu verschaffen. Er wandte sich deshalb an Ludwig den Frommen. Dieser zeigte sich bereit und trug seinem natürlichen Bruder, dem Bischof Drogo von Meg auf, herrlichkeit der Bischöfe von Meg stand. münster, als Zeichen besonderen Wohlwollens, die Reliquien des heiligen Celestus und Autor.¹ Dieselben waren ursprünglich der Stadt Straßburg bestimmt gewesen. Als jedoch die mit Ochsen bespannten Wagen, auf welchen die Leiber der Heiligen ruhten, in Maursmünster anlangten, blieben die Thiere plöglich auf einer Wiese stehen, und es war unmöglich, sie weiter zu bringen. Einer der Ochsen schlug dabei den Huf so gewaltig in die Erde, daß ein reicher Brunnenquell daraus hervorsprudelte. Er fließt noch jezt Das Verzeichniß der Bischöfe von Mez giebt Celestus als den zweiten. Autor als den fünften an. und ist in Maursmünste ,r sowie der ganzen Umgegend unter dem Namen des St. Auto -r Brünnleins bekannt. Sein Wasser wird als heilkräftig gepriesen für verschiedene Schäden und Krankheiten. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
781;5;90;Die Spille und die Kunkel;NoCategorie;NoGroup;Dagsburger Land;0.0;0.0;"Die Spille und die Kunkel. Südlich gegenüber dem Schlosse Ochsenstein bei Zabern auf nach ihrer Gestalt die Spille"" genannt wir ,d und von der erzählt wir ,d daß die Feen mit ihr gespielt und sie aufgepflanzt hätten. Ein ähnlicher Stein, die Kunkel (frz. la Quenouille), stand im rothen Saarthal, kurz vor dem östl . Eingang von Alberschweiler, bei der Abzweigung des Thälchen, das nach Eigenthal führt. Von gestellt ist, auf dem Plaze. NachSchöpflin sollen ehemals drei solcher Obelisken dagestanden haben, von denen jedoch bereits zu seinen Zeiten nur der mittelste, die Kunkel, unverlegt war, während von den beiden andern nur noch niedrige Stümpfe vorhanden waren. Man erzählt, daß die Feen einst mit diesen Steinen gespielt hätten, ihrer Macht aber durch die Geburt des Heilands beraubt worden wären. Doch sieht man in dunklen Winternächten noch oftmals eine weiße Dame an der Kunkel, die Wäsche an der nahen Saar waschen will . ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
782;5;91;Der gedeckte Markstein;NoCategorie;NoGroup;Dagsburger Land;0.0;0.0;Der gedeckte Markstein. burg befindet sich ein hoher Stein, der gedeckte Markstein“ , von den Umwohnern genannt. Auf ihm ist eingemeiselt : „ St. Martinsstein dem Stein dem Kloster Maursmünster. In der Revolution stürzten ging dadurch dem Kloster verloren und fiel der Gemeinde zu, da der Grenzstein nicht aufzufinden war. Der Stein ist durch die Fürsorge des verstorbenen Oberförsters ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
783;5;92;Die Gespensterwiese bei der Hub;NoCategorie;NoGroup;Dagsburger Land;0.0;0.0;Die Gespensterwiese bei der Hub. Ein Mann aus der Hub bei Dagsburg konnte, wenn er nach Dagsburg ging, nie eine Wiese überschreiten. Er fühlte sich dann immer wie von unsichtbaren Händen ergriffen, gestoßen und von dem Pfade abgedrängt. Als bei wiederholten Versuchen sich dies immer wiederholt hatte, ließ er sich von zwei kräftigen Leuten unter die Arme nehmen und wollte so den Uebergang erzwingen. Aber auch so gelang es nicht. Er wurde aus den Armen der Männer gerissen, übel gestoßen und vom Wege abgedrängt. Von nun an machte er den weiten Umweg auf der Straße, wenn er nach Dagsburg wanderte. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
784;5;93;Der Todtenkopffelsen bei der Hub;NoCategorie;NoGroup;Dagsburger Land;0.0;0.0;"Der Todtenkopffelsen bei der Hub. Am Hange des Kühberges , unweit des hochgelegenen, zerstreuten Dorfes der Hub liegt ein merkwürdiger Felsen, auf dem ehemals drei lachende Köpfe ausgehauen waren. Der Stein ist jezt verstümmelt und weist nur noch ein eingerißtes menschliches Gesicht auf. Ju der Umgegend ist der Stein bekannt unter dem Namen „die Todtenköpfe"" . Der Volksglaube vermuthet unter dem Stein Schäße, und schon mancher Umwohner hat verstohlen zur nächtlichen Stunde vergebens dort nach Schäßen gegraben. Besser erging es einem Knechte von der Hub, der am Abend an dem Felsen vorüber fuhr. Er sah da plöglich einen Haufen glühender Kohlen liegen, stieg ab, nahm eine der Kohlen und legte sie auf seine Pfeife, um den Tabak in Brand zu sehen. Als er zu Hause ankam, fand er in seiner Pfeife ein blankes Goldstück. Eilends lief er zurück, konnte jedoch den Kohlenhaufen nicht mehr finden. ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
785;5;94;Die weißen Jungfrauen bei Haselburg;NoCategorie;NoGroup;Dagsburger Land;0.0;0.0;Die weißen Jungfrauen bei Haselburg.legenes Dor .f Daselbst geht die Sage, daß man kurz vor einem nehme. Jungfrauen in weißen Kleidern treten sodann aus demselben hervor und fliehen singend in die nahen Waldungen. Defters jedoch hört man sie jezt jammern. Sie sollen schon seit undenklichen Zeiten ein Kleinod im Walde, aber immer vergeblich, suchen. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
786;5;95;Die Belagerten im Schloß Dagsburg;NoCategorie;NoGroup;Dagsburger Land;0.0;0.0;Die Belagerten im Schloß Dagsburg. Zur Zeit der Kriege zwischen Oesterreich und Frankreich, in Dagsburg von seinem damaligen Besiger, dem Grafen Emmich fenden Truppen zum Aufenthalte. zu erobern. Allein bei ihrer Annäherung zog sich ein Häuflein theidigten. füße gebunden und folgenden Reim darein geschoben : So wenig ihr die Geis lehrt spinnen, So wenig werdet ihr Dagsburg gewinnen. Durch diesen Spott aufgereizt, nahmen die Franzosen die Belagerung mit größerem Ernste vor, und es gelang ihnen, sich des ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
787;5;96;Das Dorfthier von Dagsburg;NoCategorie;NoGroup;Dagsburger Land;0.0;0.0;Das Dorfthier von Dagsburg. In den Gassen von Dagsburg zeigt sich zum öfteren eine Erscheinung, die die Bewohner das „ Dorfthier“ nennen. Auf einem Misthanfen oder irgend einer Stelle flammt plöglich ein kleines Licht auf, das nach und nach wächst. In seinem Scheine sieht man ein kleines Thier, das mit der Flamme wächst und meistens die Gestalt eines Ochsen annimmt. Man darf das Thier nicht stören, schwindet Thier und Flamme allmählich wieder. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
788;5;97;Der Herrenfelsen bei Dagsburg;NoCategorie;NoGroup;Dagsburger Land;0.0;0.0;"Der Herrenfelsen bei Dagsburg. Am Thale der weißen Zorn, auf dem Bergrücken, der von Altdorf nach dem Hengst hinzieht, ragt ein mächtiger Felsen auf, überhängend bildet er eine Art Grotte. In derselben sieht man noch jezt eine rohe Anhäufung von Steinen, einem Altar nicht unähnlich. Und in der That soll in der Revolution der Pfarrer aus Dagsburg ( „ der Herr“), der den Eid nicht leisten wollte, hierher geflüchtet sein, den Altar errichtet und Messen gelesen haben. Doch schon nach kurzer Zeit war es verrathen, und als er einst auf der Spiße des Felsens stand, sah er zwei bewaffnete Männer sich seinem Verstecke nähern, um sich seiner zu bemächtigen. Da vermochte sein Gebet, daß einer der beiden, als sie nahe waren, todt zusammenstürzte ; der andere floh entsezt. Doch auch der Pfarrer verließ das bekannt gewordene Versteck, und nur der Name Herrenselsen erinnert noch an das Ereigniß. ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
789;5;98;Das graue Männlein von Altdorf;NoCategorie;NoGroup;Dagsburger Land;0.0;0.0;Das graue Männlein von Altdorf. scheider, und die weiße, die Dagsburger zusammenfließen, am Enteneck, liegt auf dem umflossenen Bergrücken Altdorf. Nach den streitigkeiten beim Aussterben der Dagsburger Grafen zerstört wurde. Die Umwohner schreiben dem Orte jedoch ein viel größeres Alter, ein heidnisches, zu. Zu unterstüßen scheint dies der Name Enteneck, der nahe liegende Ort Dreiheiligen, ein gallorömisches Grabfeld, und die uralte Befestigung, das Heidenschlößel. Für die Umwohner Altdorf, um Bucheln zu sammeln. Die eine fand an einer Stelle men, als plöglich ihr ein schwarzer kleiner Hund über die Hände lief. Erstaunt schaute sie auf und sah unfern ein kleines graues Männchen stehn. Auf ihren Angstruf kam die Schwester herbei. Auch diese erblickte das Männchen, das die Schwestern ernst und schweigend ansah. Die Schwestern wagten sich nicht zu rühren und standen lautlos und zitternd da. Zufälligerweise kam ein Bursch hinzu, der, als er die Erscheinung sah, muthwillig ausrief : Was thust du hier, fragst du mich, hab ich dich gefragt, du bist nichts nug und so wünschung verschwand das Männchen. Die Verwünschung traf aber ein. Die Familie, die früher wohlhabend gewesen war, kam zurück und auch ihren Nachkommen gelang es nicht vorwärts zu kommen, sie sind, wie allgemeine Meinung in der Gegend, verwünscht. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
790;5;99;Gespenster auf dem Martelberge;NoCategorie;NoGroup;Dagsburger Land;0.0;0.0;Gespenster auf dem Martelberge. Auf dem Martelberge, westlich von Dagsburg, soll sich in stillen Nächten ein Heer zeigen, das musizirend durch die Lüfte zieht. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
791;5;100;Dreiheiligen;NoCategorie;NoGroup;Dagsburger Land;0.0;0.0;"Dreiheiligen. Südwestlich von Dagsburg, oberhalb des Weilers Beimbach, soll vor alter Zeit ein Dorf gestanden haben ; jezt ist an die Stelle ein großer Wald getreten. Dort sieht man heute noch, wo die Kirche kessel, liegen noch zerstreut herum. Die Leute aus Walscheid behaupten, dort Prozessionen mit Fahnen gesehen zu haben. — Den Ort nennt man Dreiheiligen. In Wahrheit befindet sich dort ein großes gallorömisches Grabfeld ; Schöpflin sah noch viele aufrechtstehende Denkmäler dort. Der Ort hat auch an die Museen von Zabern, Straßburg und Colmar viele Alterthümer geliefert. Die Taufsteine und die Weihwasserkessel sind viereckige Steine mit ausgearbeiteten, runden Höhlungen, in denen die Aschenurnen standen. Ein großer dreieckiger Stein, oftmal mit Ornamenten geziert, bedeckte sie. Diese leztern Steine sind die Schlußsteine des Kirchengewölbes, wie die Leute glauben. Vor ganz kurzer Zeit gingen zwei Leute aus Walscheid auf die Dreiheiligen. Sie sahen dort einen spigen, dreieckigen Stein auf einem andern stehen. Der eine hob den oberen Theil ab und sagte scherzend, er wolle sehen, ob in der Höhlung des ersteren nicht ein Schat verborgen sei . Statt dessen erblickte er aber eine riesige Kröte. Entsett ließ er den Stein fallen und sprang mit seinem Gefährten wie toll den Berg hinab. Nach dem dortigen Glauben war es der Teufel, den sie in dieser Thiergestalt erblickt hatten. ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
792;5;101;Schatz auf dem Hohwalsch;NoCategorie;NoGroup;Dagsburger Land;0.0;0.0;"Schatz auf dem Hohwalsch. hin gingen einst vor langer Zeit zwei Mädchen aus Walscheid, um Holz zu sammeln. Die eine fand eine ziemlich große Steinkiste, auf der ein gewöhnlicher Schlüssel lag. Das Mädchen legte das Bündel Holz neben der Kiste ab und sprang fort, um schnell ihre Freundin aufzusuchen. Die fragte : Hast du etwas auf die Kiste gelegt ?"" Das mußte die andere verneinen. Beide eilten nun zu dem Orte, fanden aber weder die Kiste noch das Bündel Holz. ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
793;5;102;Feurige Männer bei Walscheid;NoCategorie;NoGroup;Walscheid;0.0;0.0;Feurige Männer bei Walscheid. Die alten Bewohner Walscheids versichern, daß sie früher oft in stillen Nächten auf dem St. Leoberge feurige Männer gesehen hatten, die mit Keulen einander bekämpften. ung zu stellen. Wenige Schritte vor sich sah sie eine kleine, blaue Flamme dreimal langsam aufstehen. Das Mädchen schlich nahe haftig zu werden. Plöglich standen dicht bei ihr die feurigen Minner und befehdeten sich auf das heftigste. Das Mädchen floh zum Tode erschreckt in das nahe Dorf. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
794;5;103;Die goldverwandelten Baumblätter;NoCategorie;NoGroup;Walscheid;0.0;0.0;Die goldverwandelten Baumblätter.Vor langer Zeit trieben zwei Bauern aus Walscheid im Frühjahr das Vieh auf den Fischbachberg zur Weide. Dort fanden dieselben einen steinernen Hafen, der mit großen Blättern angefüllt war. Die Männer rollten den Hafen, wie im Spiele, den Berg hinab. Zufällig fielen ihnen einige der Blätter in ihre Holzschuhe. Als sie nach Hause gekommen waren, fanden sie zu ihrem größten Erstaunen die Blätter in Goldstücke verwandelt. Troß allem Suchen fanden sie weder den Hafen noch die in Gold verwandelten Blätter. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
795;5;104;Die Schatzgräber auf St. Leon;NoCategorie;NoGroup;Walscheid;0.0;0.0;"Die Schatzgräber auf St. Leon. Auf dem Felsen, südlich von Walscheid, der einst das feste zu Ehren jenes Bruno, der aus dem Geschlechte der Grafen von Dagsburg entsprossen, als Leo IX. den päpstlichen Stuhl bestieg, eine kleine Kapelle. Ehedem stand eine ältere unweit der jeßigen ; von lezterer behauptet man, daß sie durchaus nicht halten will, sondern beständig zerbröckelt. Die alte Kapelle wurde in einer Noch finden sich Trümmerreste derselben vor, und geht die Sage, daß in dem Eckstein ein großer Schaz liege. Es ist nämlich auch jezt noch in der Gegend allgemein Sitte, bei dem Bau selbst des kleinsten Gebäudes eine, wenn auch noch so geringe Summe Geldes, unter dem Eckstein niederzulegen. Ein alter Mann aus Walscheid, seines Zeichens Uhrmacher, dem nie das Glück besonders hold gewesen war, wollte auf seine alten Tage noch einen Versuch machen, dasselbe zu erhaschen. Er eisen bewaffnet zur Hebung des Schazes auf. Schon hofften sie den Stein zu lüften, als sich plöglich ein so furchtbares Geschrei und teten. Noch dreimal versuchte der Mann den Schaß zu heben, doch immer mit demselben Mißerfolge. ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
796;5;105;Fremde Schatzgräber bei St. Leon;NoCategorie;NoGroup;Walscheid;0.0;0.0;"Fremde Schatzgräber bei St. Leon. St. Leon, einst ein festes Schloß der mächtigen Grafen von Dagsburg, aus deren Geschlecht Papst Leo IX. hervorging, ist jezt eine besuchte Wallfahrtskapelle in der Nähe von Walscheid. Dort gruben einst zur Nachtzeit zwei Männer unter einer Haselnußstaude nach Geld. Sie wurden durch den Ruf eines unbekannten Vogels, der schauerlich klang, erschreckt und liefen voll Angst nach Haus. Wenige Tage später kamen mehrere fremde Männer von Cirey her; sie hatten Schriften bei sich, in denen stand, daß am Fuß des Leonberges ein Schat vergraben sei. Die fremden Männer suchten die beiden Schaggräber auf und ließen sich genan die Stelle weisen, wo sie gegraben hatten. Dort begannen sie auf's neue und fanden lich gewesen sein, das Geld fortzuschaffen. Die Walscheider Männer erhielten keinen Dank. Aber nach acht Tagen brachten unbekannte Leute ihnen ein Paar Ochsen, wie man sie so schön im Dorfe nie gesehen hatte. ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
797;5;106;Bestrafter Uebermut;NoCategorie;NoGroup;Alberschweiler und die saarthäler;0.0;0.0;"Bestrafter Uebermut. Ein reicher Mann, aus der Umgebung von Alberschweiler der ein leidenschaftlicher Jäger war und eine große Jagd an den Quellen der Saar und der Zorn hatte, wurde plöglich an den Füßen gelähmt. Man erzählt darüber im Volke, daß dies eine Strafe Gottes sei. Einst war große Jagd veranstaltet, und dem Jäger ein großer Hirsch fast schon schußgerecht gekommen. Da kam ein Bäuerlein des Waldweges daher und zog vor dem Bilde des Erlösers seine Kappe demütig ab. Durch die Bewegung des Bauern stußte der Hirsch, machte kehrt und verschwand mit gewaltigen Säßen. Zornig rief der Jäger den Bauern an: „ Was hast du da gemacht ? "" Der Bauer antwortete: „Ich hab unsern dem Crucifix in die Füße. — Von Stund an versagten ihm seine bewegen. ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
798;5;107;Der Geldfelsen;NoCategorie;NoGroup;Alberschweiler und die saarthäler;0.0;0.0;Der Geldfelsen.Im roten Saarthale auf dem Nonnenberg, unweit Alberschweiler, auf dem noch jezt Spuren alter Befestigung sichtbar sind, ragt ein mächtiger, weithin sichtbarer Felsen empor. Die Leute nennen ihn Geldfelsen, die Wälschen « rocher du diable» . In alten Zeiten soll dort oben das Schloß eines Königs gestanden haben. Noch jezt erkennen die Leute in einigen Löchern, die in einem Felsen sind, den Ort, wo die Balken der Zugbrücke auflagen. Man erzählt, daß der Sohn des Königs die Tochter eines Bauern liebte. Die Eltern derselben wollten sie ihm jedoch nicht eher zur Frau geben, als bis seine Eltern kämen und darum baten. Der Sohn bat vergebens. Der König sagte, das Mädchen möge gehen, bis sie der Teufel hole. Weinend ging das Mädchen vom Felsen herab, um nie wieder zu kehren. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
799;5;108;Der Lottelfelsen auf dem Nonnenberg;NoCategorie;NoGroup;Alberschweiler und die saarthäler;0.0;0.0;Der Lottelfelsen auf dem Nonnenberg.berges ragt ein spit zugehender Felsen empor, der eine breite Platte trägt. Er wird Lottelfelsen genannt, weil die Platte im Gleichgewicht ruhend lottelt, d . h. sich bewegt, wenn man auftritt. Aehnliche Felsen finden sich noch öfters, am bekanntesten ist der auf dem Schneeberge. Der Lottelfelsen auf dem Nonnenberg soll viele Schäße bergen. Vier Jungfrauen müssen die Schäße hüten. Sie zeigen sich öfter in Nonnentracht, kommen aus dem Felsen hervor, pringen juchzend den Berg hinab, um sich an einer Quelle, der Prinzessinquelle , zu waschen. Dann kehren sie weinend in den Felsen zurück, um die Schäße zu hüten. Manchmal zeigt sich auch in einer Höhlung des Felsens eine große Geldkiste. Der Teufel, in Gestalt einer feurigen Kröte, sigt darauf und hält den Schlüssel im Maule. Wer den Mut hat, dem Teufel den Schlüssel mit seinem eigenen Munde zu entreißen, kommt in den Besiz des Schages und erlöst die Jungfrauen. Der Nonnenberg steht überhaupt im übeln Rufe. Oft hört der einsame Holzhauer hinter sich eine schwere Last herabfallen, ohne daß er beim Umwenden irgend etwas entdecken könnte. Ein Mann suchte dort mit seinem Buben dürres Holz. Der Knabe fand unter einem Felsen eine Kiste voll der schönsten, feinsten, seidenen Bänder. Als er den Vater herbeirief, um ihm den Fund zu zeigen, war alles verschwunden. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
800;5;109;Der Gespensterfelsen bei Soldatental;NoCategorie;NoGroup;Alberschweiler und die saarthäler;0.0;0.0;"Der Gespensterfelsen bei Soldatental. In der Nähe des Weilers Soldatenthal bei Alberschweiler liegt ein Felsen, der „ Gespensterfelsen"" genannt wird. An seinem Fuße entspringt eine sehr kalte Quelle, der heilkräftige Wirkung zugeschrieben gekleideter Jungfrauen wandelt singend aus ihm hervor und steigt zur Quelle hinab. Dort waschen sich die Jungfrauen und treten dann laut klagend in den Felsen zurück, der sich hinter ihnen wieder schließt. ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
801;5;110;St. Quirin's Stuhl;NoCategorie;NoGroup;Alberschweiler und die saarthäler;0.0;0.0;St. Quirin's Stuhl. Bei seiner Rückkehr aus dem gelobten Lande kam der heilige Quirin in das wilde, unwirtliche Vogesengebirge. An dem Wege, der vom Dorfe St. Quirin nach der kleinen Tonne ( Donon) führt, bemerkt man einen Felsblock von der Gestalt eines Stuhles, auf welchem der Heilige, müde von der langen Wanderung ausruhte. Das Volk nennt diesen Felsen St. Quirin's Stuhl (le fauteuil de St. Quirin). ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
802;5;111;"Der ""sac de pierre""";NoCategorie;NoGroup;Alberschweiler und die saarthäler;0.0;0.0;"Der ""sac de pierre"".Nicht weit vom Donon , einem hohen Berge der Vogesen, auf dem Gebirgszuge, der die Thäler der weißen und roten Saar trennt, auf der Malcôte, steht ein Stein (römischer Meilenstein), fast zylindrisch geformt. Er heißt bei den Umwohnenden sac de pierre oder sac de marché. Man erzählt, daß zu alter Zeit dort jährlich ein großer Markt abgehalten wurde. Der Stein diente dann als Maaß für Höhe und Umfang der Getreidesäcke. Der Kauf wurde abgeschlossen, indem man sich über den Stein die Hand reichte. Dies wurde für heiliger als ein Schwur gehalten, und wehe dem, der den Vertrag brach. In demselben Jahre traf ihn sicher ein schweres Unglück. ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
803;5;112;Die Gräfin von Lützelburg;NoCategorie;NoGroup;Lüzelburg;0.0;0.0;Die Gräfin von Lützelburg. burg, war eine böse Here, die ihrem Mann das Leben sauer machte. Des vielen Uebels müde, das sie ihm schon angethan hatte, ließ sie Peter endlich in das tiefe, finstere Burggefängniß sperren. Allein, es gelang ihr bald, sich aus demselben zu befreien. An einem gebrochen, daß Menschen und Thiere lechzten, die Blätter an Bäumen und Blumen verdorrten. Herr Peter wollte verschmachten. Da ließ ihm Frau Jtta sagen, sie wolle ihm Kühlung verschaffen und einen frischen Luftzug herbeizaubern, wenn er sie einige Augenblicke aus ihrem Verließ in's Freie treten lassen wollte. Der Graf war es zufrieden und gestattete ihr, sich auf den Schloßsöller zu begeben. Kaum war sie aber daselbst angekommen, so ließ sie einen so gewaltigen Sturm und furchtbares Hagelwetter entstehen, daß die ganze Umgegend davon verheert wurde. Auf die Klage der benachbarten Ortschaften, deren Felder dabei gelitten hatten, mußte ihnen der Graf bedeutende Rechte in seinen Waldungen einräumen. Für das Seelenheil seiner Gattin stiftete er später, im Jahre ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
804;5;113;Die Jungfrau von Lützelburg;NoCategorie;NoGroup;Lüzelburg;0.0;0.0;Die Jungfrau von Lützelburg. Auf dem Lüzelburger Schlosse soll sich alle sieben Jahre, und wenn, was in der lezten Zeit oft geschah, der Besizer wechselte, eine Jungfrau zeigen, die langsam das Schloß umwandelt. Ihre Gestalt gleicht einem Wagenbaume, doch ist der Kopf deutlich zu breitet weithin einen hellen Schein. Einen Pfennig könnte man auf dem Boden unterscheiden. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
