sagenid;werkid;sagenidautor;sagenidimwerk;titel;sagenkategorie;sagengruppe;ortschaft;longitude;latitude;volltext;buchtitel
120;2;38;38;Riktiovar im Meilenwalde bei Schweich;NoCategory;NoGroup;Meilenwald;0.0;0.0;"Als der Stadtgeist zu Trier gar zu viel Unfug ge= 
trieben hatte es ist ja, wir wir wissen, der Geist des 
grausamen Niktiovar 16 da ließen die Trierer denselben 
durch zwei Mönche in den Meilenwald bannen. Die 
Mönche wollten mit dem Geiste zu Schweich über die 
Mosel sehen; der Fährmann wollte einen Kahn nehmen, 
die Mönche bestanden jedoch darauf, er solle sie in die 
Ponte steigen lassen. Und das war gut, denn die Ponte 
sank so tief in die Mosel, als sei sie ganz mit schweren 
Lastfuhren bestellt. Der Fuhrmann hatte Angst, sie sänken, 
und fragte erstaunt die Mönche, was sie denn so Schweres 
kleid, und darunter gewahrte der Fuhrmann den glühenden 
Geist. Die Mönche brachten ihn nun in den Meilenwald. 
und bannten ihn hinein, und da soll er noch heutiges Tages. 
glühend umhergehen. 
";Geschichten und Erzählungen des Moseltals
121;2;39;39;Die Schlacht bei Rigodulum (Riol);NoCategory;NoGroup;Trier;6.63935;49.75565;"wärts fließt und die Berge des rechten Ufers zurücktreten, 
zieht sich am Bergeshang die von Neumagen nach Trier 
führende Römerstraße hin, der Rimweg genannt, und dort, 
unter Obstbäumen versteckt, schimmert das Oertchen Riol 
herüber, das alte Rigodulum. Dort ist ein Schlachtfeld.. 
Der berühmte römische Geschichtsschreiber Tacitus berichtet 
nach Christi Geburt, noch ehe Vespasian den römischen. 
hebung der Römer unter den Deutschen des Niederrheins, 
rhein ausdehnte. Claudius Civilis, der die niederrheinischen, 
wandte Führer des Aufstandes. Mit großen Heeresmassen. 
zog Civilis auf Trier zu, von Mainz her führte Cerealis die 
römischen Legionen gegen ihn und erreichte ihn in Nigodulum; 
ständischen, sich mit einer starken Mannschaft von Trevirern 
aufgestellt, an einem Orte, den Berge oder die Mofel 
umgeben, und der natürlichen Festigkeit hatte man 
Gräben und Steinwälle hinzugefügt. Der römische An= 
führer ließ sich nicht schrecken, er führte das Fußvolk zum 
Sturm, die Reiter führte er auf Seitenwegen den Hügel 
hinan, um die Stellung des Feindes zu umgehen. Der 
geworfen. Die Umgehung durch die Reiter glückte auch, 
die Vornehmsten der Belgier wurden gefangen, darunter 
auch Valentin. Am nächsten Tage schon rückte Cerealis in 
brücke zu Trier kämpfen. Die Germanen verloren die Lust, 
länger dem Civilis und seinen Batavern. Heeresfolge zu. 
Leisten, Civilis selbst zog sich wieder an den Niederrhein 
und suchte Hilfe in Westfalen, und als das mißlang, schloß 
er mit den Römern einen für ihn ehrenvollen Frieden. 
Das Land der Trevirer aber blieb von da ab unbestritten 
im Besiz der Römer. 
";Geschichten und Erzählungen des Moseltals
122;2;40;40;Peter von Aspelt, genannt Aichspalter;NoCategory;NoGroup;Mainz;8.2791;49.98419;"Zu Riol war um 1280 Pfarrer Peter von Aspelt, 
stammend von gewöhnlichen Hofbauern vom Hofe Aspelt 
logie studiert, sondern auch Heilkunde, und letterer Umstand 
war die Staffel zu seinem Glück. Zunächst erwarb er sich 
durch seine Kunst die Gönnerschaft des Grafen Heinrich von 
Luremburg. Seit 1290 war Peter Bischof von Basel ge= 
worden, da sandte ihn der Graf von Luxemburg zum Papste, 
daß er die zwiespältige Wahl seines zwanzigjährigen Bruders 
Balduin zum Erzbischof von Mainz bestätigen solle. Peter 
fand den Papst totkrank und heilte ihn durch seine Kunst. 
Aus Dankbarkeit ernannte dieser den geseztern Peter statt 
des jungen Balduin zum Erzbischof von Mainz, aber Peter 
nahm es erst an, nachdem der Papst den Thatbestand ihm 
zu Schrift gestellt und zugesagt, für Balduin anderweit zu 
sorgen. Um alle Mißdeutung zu widerlegen, wirkte Peter 
nachdrücklichst dafür, daß Balduin später die erledigte Stelle 
des Erzbischofs von Trier erhielt. Und als fünf Monate 
später der Kaiser Albrecht ermordet wurde, da trachtete 
Peter danach, Balduins Bruder, seinen alten Gönner 
Heinrich von Luxemburg, auf den Kaiserthron zu erheben. 
Es gelang ihm nicht ohne Mühe, und gelang ihm zugleich, 
daß der neugewählte Kaiser dem Erzstifte Mainz große 
Vorteile und Freiheiten zusagte, Zölle und Abgaben, Ersat 
aller Unkosten, die mit dem Wahlgeschäft zusammenhingen, 
Schuß gegen allerlei Feinde. Peter aber vergalt alle ihm 
erwiesene Freundschaft doppelt und dreifach. Denn er war 
stimmte, sich an den Kaiser um Hilfe zu wenden, er war es, 
der die folgenschwere Heirat des Sohnes des Kaisers, 
Johann, mit der Prinzessin Elisabeth von Böhmen ver: 
mittelte, er war es, der 1311 in der Prager Domkirche 
diesem Johann die Königskrone von Böhmen aufs Haupt 
sezte. Kaiser Heinrich starb auf seinem Römerzug, ferne 
der Heimat. Seines Sohnes Johann Hausmacht in Böhmen 
schien noch nicht gefestigt genug, auch steckte er noch so voll 
jugendlicher Thorheiten, daß Peters Blick anderswohin 
schweifte, einen Nachfolger zu suchen : auf Habsburg hatte 
versöhnlichen Haß geworfen. Darum lenkte er die Wahl 
der Kurfürsten auf Ludwig, den Baiernherzog. Wiederum 
ließ Peter sich reichen Entgelt vorher fest zusagen, und 
dann stimmte die Luxemburger Partei, insbesondere auch 
Balduin von Trier, des verstorbenen Kaisers Bruder, für 
Ludwigs Wahl. Im Jahre 1314 krönte Peter von Aspelt 
den neuen König zu Aachen. Am 4. Juni 1320 ist 
Peter gestorben und liegt zu Mainz im Dom begraben. 
Stolz und selbstbewußt, wie er im Leben war, ein Mann, 
der nicht um Fürstengunst buhlte, weil Fürsten vielmehr 
seine Gunst erstrebten, ein Mann, der Könige und Kaiser 
an Macht weit übertraf, denn sie waren Geschöpfe seiner 
Hand, so stolz und selbstbewußt tritt er uns noch jezt im 
Bilde entgegen, auf seinem Grabstein im Mainzer Dom. 
Da steht er im erzbischöflichen Ornate und legt seine Hand 
segnend drei Männern auf das gekrönte Haupt, die, um 
eines Hauptes Länge kleiner als er, demütig zu ihm, dem 
Segnenden, aufblicken. Diese drei Männer aber sind die 
drei Könige, die Peter von Aspelt gemacht hat : Heinrich 
von Luxemburg, Johann von Böhmen, Ludwig der Baier. 
";Geschichten und Erzählungen des Moseltals
123;2;41;41;Das Spinnerkreuz bei Mehring;NoCategory;NoGroup;Mehrin;6.83333;49.8;"Auf der linken Moselseite liegt unterhalb Schweich 
Mehring, da steht auf der Spize des Calvarienberges ein 
altes Kreuz, das heißt das Spinnerkreuz. Dort lebte vor 
mal zu, wie ein armer Sünder an den Galgen gehängt 
werden sollte und sagte zu den Nebenstehenden : Ich möchte 
hatte der arme Sünder gehört, und er sagte alsbald zum 
Henker: Halt, ich muß noch etwas bekennen, ich habe einen 
fängnis, und der andere ward noch nicht gehenkt. Weil 
jener auf seiner Anklage beharrte, so wurde auch der 
Spinner zum Galgen verurteilt und beide zugleich zur 
selben Richtstatt geführt. Und wie der Henker dem Spinner, 
der zuerst daran sollte, den Strick um den Hals gelegt 
hatte, da schrie wieder der andere : Nun, wißt Ihr jest, 
wie es einem zu mute ist, der gehenkt werden soll ? Und 
schuldig, so und so, und ich dachte, ich könnte ihm seinen 
Der Spinner wurde in Freiheit gesezt und kniete zur 
Erde nieder, Gott zu danken, und gelobte auf dieser Stelle 
ein Kreuz zu errichten, was auch geschehen ist. 
";Geschichten und Erzählungen des Moseltals
124;2;42;42;Das Kloster Himmerode im Salmbachthal;NoCategory;NoGroup;Himmerode;0.0;0.0;"Bei Clüsserath, auch einer guten Weinlage, mündet der 
Salmbach. Wie er sich so sanft in die Mosel einschleicht, 
sieht man ihm nicht an, daß er auch tosen kann und öfter 
schon der ganzen Gegend verderblich geworden ist, so z. B. 
anno 1784. Hoch oben am Salmbache liegen in einfamem 
waldumkränzten Thale die Trümmer der Abtei Himmerode. 
Es stehen noch Portal und Seitenwände der Abteikirche, 
sowie die Hallen des Kreuzgangs, dem Einsturz nahe. Ce 
langte zu großer Blüte und zu bedeutendem Reichtum. Es 
ist die Grabstätte der Grafen von Vianden und der von 
Sponheim. Der lezte Abt war ein Herr von Pidoll, der 
noch die Aufhebung und Zerstörung durch die Franzosen 
erlebte. Die ausgedehnten Klostergüter, die besonders im 
Weinbaugebiete der Mosel zerstreut lagen, erwarben die 
Grafen von Kesselstatt. Die Kirche war nicht allzulange 
vor ihrem Abbruch erst neu erbaut worden. Himmerode, 
das auch Himmelrath genannt wird, war das Mutterkloster 
rode dorthin berufene Mönche gegründet ward. 
";Geschichten und Erzählungen des Moseltals
125;2;43;43;Die Nachtigallen im Kloster Himmelrath;NoCategory;NoGroup;Himmelrat;0.0;0.0;"führte die Mönche unterweilen, von der Strenge ihrer 
Ordensregel nachzulassen und behaglich weltlichem Treiben 
sich hinzugeben. Die Sage erzählt, daß einmal der heilige 
Bernhard in eigner Person das Kloster besucht habe und 
mit Schmerz das gar so ungeistliche Wohlleben der Mönche 
wahrgenommen und scharf getadelt habe. Aber die Brüder 
achteten seiner Ermahnungen wenig. Als nun der heilige 
Mann des Abends in seine Zelle gegangen war, ließ das 
Nachdenken über die am selbigen Tage wahrgenommenen 
Schäden ihn nicht zum Schlafe kommen. Und wie er so 
garten eine Nachtigall ihr sehnsüchtiges Lied, und bald 
antwortete aus den Büschen eine andere und noch eine 
dritte aus dem nahen Walde. Der heilige Mann vergaß 
ganz seiner Gedanken und gab sich dem süßen Genusse hin, 
der Vöglein Gesange zu lauschen. So vergingen ganze 
lich die lieblichen Töne für Sankt Bernhard zu einem 
Schlummerliede wurden. Wie er aber am Morgen wach 
wurde, da war ihm auf einmal klar, weshalb die Mönche 
so weltlich gesinnt waren : die Nachtigallen waren schuld 
daran, die hatten ihnen die Weltlust ins Herz gesungen. 
Da stellte sich der heilige Bernhard ans Fenster und 
bannte mit harten Fluchworten die verführerischen Vögel, 
und siehe da : seine glaubensstarken Worte übten Macht 
über die unvernünftige Kreatur, am nächsten Abend war 
keine Nachtigall mehr zu hören, sie waren alle fortgeflogen 
gelassen haben. 
";Geschichten und Erzählungen des Moseltals
126;2;44;44;Leiwen;NoCategory;NoGroup;Livania;0.0;0.0;"Leiwen ist ein großes Dorf auf dem rechten Moselufer, 
unweit Trittenheim an einer Moselkrümme gelegen, rundum 
umgeben von reicher Ackerflur, Wald und Weinberg. Schon 
iu einer Urkunde Karls des Großen wird es genannt, und 
zwar als Lyve, später Lyva und Livania. Leiwen ist der 
Geburtsort eines dereinst berühmten Schriftstellers, des 
Chorherrn zu St. Simeon in Trier, Johannes de Livania. 
Von ihm berichtet Tritheim in seiner Chronik bei dem 
Jahre 1375: „Er"" war in göttlichen und weltlichen Schriften. 
wohl erfahren, ein begabter Redner, ein Dichter und Astronom, 
der keinem seiner Zeit weichen durfte, lebhaften Geistes, 
bundener Rede, so gegen die erträumten Weissagungen des 
Minoriten Johann von Rochesise, gegen die Eitelkeit der 
Alchimisten drei Bücher, gegen die unwissenden Astronomen 
zwei Bücher, zur Verteidigung der astronomischen Bücher 
lehrung der Anfänger ; eine Nativitätstellung. "" Danach muß 
dieser Mann auf der Höhe des Wissens seines Zeitalters 
hältnismäßig frei gewesen sein. Es wäre interessant zu 
druckerkunst entstanden sind, noch irgendwo existieren, gedruckt 
oder ungedruckt. 
";Geschichten und Erzählungen des Moseltals
127;2;45;45;Trittenheim;NoCategory;NoGroup;Sponheim;7.72665;49.84496;"lichen Rufes sich erfreut, so ist doch der dauernde Ruhm 
rühmten Abt von Sponheim. 
Die Mutter starb, als das Söhnlein ein Jahr alt 
war, und als nachher sie ihm einen Stiefvater gab, da 
hatte Johannes es hart, zumal sein Geist rege war und er 
lich aus dem Elternhaus und ward in Trier aufgenommen, 
wo er eifrig lernte, von da ging es in die Niederlande und 
nach Heidelberg. Als er im Winter seine Heimat besuchte 
und dann mit einem Freunde über Kreuznach wieder nach 
Heidelberg wollte, da kehrten sie im Kloster Sponheim ein 
und verließen es bei gräßlichem Schneegestöber. Der Freund 
riet zur Umkehr ins gastliche Kloster, Trithemius wollte 
Nach 8 Tagen, am 1. Februar 1482, legte der junge 
Novize bereits das geistliche Kleid an und 17 Monate 
später wählten die Mönche ihn, den jüngsten, zu ihrem Abte. 
Nun begann ein reges wissenschaftliches Leben, der junge 
Abt ward ein eifriger Lehrer, es wurden Bücher über 
Bücher gesammelt, abgeschrieben, verfaßt, und im Jahre 
wurde ein berühmter Mittelpunkt der Gelehrsamkeit und 
der Studien in Deutschland. Insbesondere ward der Abt 
als Geschichtschreiber berühmt und als Kenner geheimer 
Künste. Kurfürst Joachim I. von Brandenburg berief ihn 
nach Berlin und hielt ihn jahrelang dort, um von ihm 
allerlei zu lernen. Auf Tritheims Rat hat er auch die 
Universität Frankfurt an der Oder gegründet, ist auch 
späterhin mit seinem Lehrer in Briefwechsel geblieben. Die 
Rückkehr nach Sponheim wurde Tritheim verleidet durch 
Zwistigkeiten der Mönche, er nahm lieber eine Abtstelle zu 
Würzburg an. Dort ist er 1516 gestorben. Die Bibliothek 
Tritheims ist nach Heidelberg gekommen und im 30jährigen 
Kriege mit den andern Büchern dieser Sammlung dem 
Papst geschenkt worden, wo sie noch heute als Bestandteil der 
Vatikanischen Bibliothek für viele Forscher höchst wichtig ist. 
";Geschichten und Erzählungen des Moseltals
128;2;46;46;Der Abt Tritheim als Zauberer;NoCategory;NoGroup;Kreuznach;7.86713;49.8414;"Der Abt Tritheim hat das Schicksal gehabt, daß man 
schon zu seinen Lebzeiten unheimlich zu ihm hinauffah und 
ihn für einen Kenner verborgener Künste hielt. Nach 
lich wohlbekannter Zeitgenosse, der Rektor der Lateinschule 
zu Kreuznach, der berühmte Doktor Faust, als Zauberer 
verschrien worden. Unter anderm ward von ihm erzählt, 
er habe einen Teufel in seinem Solde gehabt ; einmal sei 
er im Frankenlande gereist mit einem kaiserlichen Rat, und 
fie seien in eine Herberge gekommen, da nichts Gutes zu 
cffen und zu trinken gewesen. Da habe der Abt nur aus 
gereicht worden und danach eine Flasche Wein; davon habe 
scheu davor gehabt. Ein andermal hat er in Sponheim 
einem fremden Doktor, der sein Gast war, Wein vorgefeßt, 
lich, sodaß er früher aufstand und nicht zum Imbiß bleiben, 
sondern fortgehen wollte. Aber sein Fuhrmann konnte den 
Wagen nicht auf die Straße bringen, die Pferde sprangen 
immer seitwärts und liefen so lange um das Kloster um 
und um, bis es den Doktor verdroß und er vom Wagen 
absprang und zu Fuße nach Kreuznach ging. Der Abt aber 
lag im Fenster und lachte. 
mann erzählt wird, ist, daß er dem Kaiser Marimilian seine 
verstorbene Gemahlin, Maria von Burgund, beschworen 
hat. Der Kaiser sollte nur beileibe kein Wort sprechen, 
solange das Gespenst da sei. Sie gehen in ein besonderes 
Gemach, da tritt Maria herein, spaziert vor dem Kaiser 
herum, liebäugclt und lächelt ihn an. Und da der Kaiser 
eingedenk wird, daß Maria ein schwarz Flecklein hinten am 
Hals gehabt habe, so hat er darauf Acht und findet es 
auch also, als sie zum zweitenmal vorüberging. Da ist 
dem Kaiser ein Graufen angekommen, und er hat mit 
Zittern und Zorn gesprochen : Mönch, mache mir der 
Kaiser sich überwunden hat und erst gesprochen, als die 
sehen, ihn vorher dazu zu bringen. 
";Geschichten und Erzählungen des Moseltals
129;2;47;47;Die Märterkirche bei Neumagen und die thebaische Legion;NoCategory;NoGroup;Märterkirche;0.0;0.0;"Etwas oberhalb Neumagen ist eine Kapelle, die heißt 
die Märterkirche. Es knüpft sich daran folgende Legende : 
Kaiser Marimian, der Mitregent Diokletians, schickte die 
thebaische Legion, Leute aus der Gegend von Theben in 
Ober-Aegypten, fast lauter christliche Soldaten, nach 
Gallien zur Bekämpfung eines Aufstandes. Als die thebaische 
Legion sich weigerte, unschuldiges Blut zu vergießen, wurde 
jeder zehnte Mann von ihnen niedergehauen und so noch ein 
zweites Mal. Und als der Rest nach Trier kam, forderte 
der kaiserliche Statthalter Rictius Varus sie auf, den 
Göttern zu opfern. Als sie das nicht wollten, wurden sie 
alle umgebracht, und andern Tags auch der christliche 
Burgemeister von Trier, Männer, Frauen und Kinder. 
hunderte hindurch gefeiert worden, z . B. die ermordeten 
Anführer : Gereon, Victor, Thyrsus, Florentinus. Die 
lang ein Blutstrom sich hinzog bis gen Neumagen. Genau 
an der Stelle, wo der purpurne Streifen endlich_ver= 
schwand, ist die Kapelle gebaut worden, die zum Gedächtnis 
der Ermordeten die Märterkirche genannt worden ist. 
";Geschichten und Erzählungen des Moseltals
130;2;48;48;Die Konstantinsburg zu Neumagen;NoCategory;NoGroup;Trier;6.63935;49.75565;"weit der Mündung der Thron, ganz umgeben von prächtigem 
Weinbaulande. Hier erreichte die alte Römerstraße die 
Mosel, von Bingen her über Kirchberg und den stumpfen 
Turm führend. Diese Straße ist im Jahre 370 n. Chr. 
der Dichter Ausonius gefahren, und wie er oben auf die 
Höhe kam und nach mühsamer Wanderung durch die 
dunklen Forsten des Soon. die Mosel zuerst sah, das schildert 
er jo : 
Endlich winkt sie, die herrliche Burg von weiland Kaiser 
Konstantin: Neumagen im vorderen belgischen Lande. 
Hier weht reinere Luft, und in heiterem sonnigem, Glanze 
Thut er sich wiederum auf, der purpurfarbene Himmel ; 
Nicht mehr durch das Gehege der dichtverschlungenen Aeste 
Suchen wir ihn und finden nur immer waldige Dämmrung: 
Nein, jest hebt sich das Auge, von Fesseln frei, zu dem 
Aether, 
Schweift in der Lüfte Glanz, in die ungemessene Ferne. 
Ach, das mutet mich an, als säh ich die schimmernde Heimat 
Prächtige Villen, wie dort, auf Ufers Höhen gegründet, 
Hügel, wie dort, mit Reben umgrünt, und freundliche 
Wasser, 
Diese herrliche Burg Konstantins ist bis auf den 
lezten Rest geschwunden, doch hat ein glücklicher Zufall ge= 
wollt, daß man noch eine erkleckliche Anzahl denkwürdiger 
Erinnerungen und Reste aufgefunden hat. Hinter der 
burg. Als man 1877 den lezten Rest dieser Trümmer, 
eine Schiefermauer, entfernte, stieß man auf ein römisches 
Relief, und es ergab sich, daß in die Fundamente der Burg 
stücke von Bauteilen u. s. w. vermauert waren. Diese 
Reste zeigten sich völlig unverwittert, weder Nasenspißen 
noch Finger waren abgestoßen, alles so scharf, als kämen 
die Sachen eben aus der Werkstätte des Bildhauers. 
Niemals sind bis jest in den einst römischen Gebieten 
Deutschlands so zahlreiche und wichtige Werke des Alter= 
zu Neumagen. Zumeist sind es Teile von Grabdenkmälern 
stein gemeißelt. Einige zeigen Meergötter, Seetiere und 
Gottheiten, die meisten hingegen Szenen aus dem täglichen 
Leben, so ist eine Schule zu sehen, ein Kontor, wo Geld 
gezählt wird und Geld abgeliefert, eine Wage, worauf 
Wolle gewogen wird, ein tanzendes Mädchen, das eine 
Weintraube in der hoch erhobenen Linken hält, die Männer 
tragen fast alle das gallische Sagum, d. h. einen bis auf 
die Kniee reichenden, weiten Mantel mit Aermeln und einer 
Kapuze, ähnlich einer Mönchskapuze ; eine Frau hat Socken. 
chen gestrickt. Besonders merkwürdig sind die zahlreichen 
auf den Weinbau bezüglichen Denkmäler. So sind große 
strohumwundene, doppelhenkelige Weinkrüge dargestellt, ein 
auf einem Wagen liegendes Weinfaß, zwei als freistehende 
-Gruppen gearbeitete Schiffe, deren Kiel in einen Delphin 
ausläuft und die von zahlreichen Ruderern besezt sind. 
Dies ist auch nötig, denn die Schiffe sind schwer beladen 
mit Weinfässern, die wie in einem Keller nebeneinander 
liegen. Die Schiffsleute sind derbe, bärtige Landeskinder, 
besonders gelungen ist der Kopf eines Steuermannes : er 
lacht mit dem ganzen breiten Gesichte und lehnt die Wange 
geruch behaglich einzuatmen, fest und liebevoll gegen ' ein 
Weinfaß, als wollte er sagen : Ich und mein Fäßchen sind 
immer beisammen, Niemand versteht sich so herrlich als 
von Sälen im Provinzialmuseum zu Trier, und keiner, der 
nach Trier kommt, möge verfäumen, sich diese merkwürdigen, 
den Denkmäler anzusehen. 
";Geschichten und Erzählungen des Moseltals
131;2;49;49;Konstantins Kreuz auf Kron;NoCategory;NoGroup;Neumagen;6.9;49.85;"Von Neumagen aus zieht die alte, zum großen Teil 
jezt noch erhaltene Römerstraße, genannt der Rimweg, auf 
dem Gebirgskamm des rechten Moselufers auf Trier zu. 
Etwa eine Stunde von Neumagen, am Layenberg, heißt 
eine Stelle noch heute auf Kron"". Dort soll Konstantin 
jenes himmlische Zeichen erblickt haben, als er mit seinen 
Legionen auszog gegen seinen Nebenbuhler Marentius. 
Es war am Nachmittag, so erzählt der alte Kirchenhistoriker 
Eusebius, als die Sonne zu sinken begann, da erhob 
sich ein aus Lichtstrahlen gebildetes Kreuzeszeichen am 
Himmel, gegen die Sonne zu geneigt, und wie der Kaiser 
die Erscheinung betrachtete, da erkannte er die Worte in 
Umgebung mochte ihm das Zeichen zu deuten. Und als er 
in der Nacht entschlief, sah er im Traume Jesum, der ihm 
gebot, nach dem Bilde der Erscheinung ein Kreuz anfertigen 
zu lassen, das hinfüro an Stelle einer Fahne in der Schlacht 
dem Heere voranwehen solle. Der Kaiser ließ alsbald eine 
silberne Lanze arbeiten, mit Goldplatten belegt, der ein 
Querarm die Kreuzform gab. Darüber schwebte eine goldene 
Krone, mit Edelsteinen beseßt, und darunter das sogenannte 
Monogramm Christi, d. h. die Buchstaben CHR. An den 
Kreuzesarmen wehte eine Purpurfahne, an der Lanze selbst 
bracht. Labarum hieß das geheimnisvolle Banner, und 
unter diesem Zeichen siegte Konstantin und mit ihm der 
schreiber, Eusebius, diese Begebenheit erzählt, so schweigt 
er doch völlig über den Ort, wo die Erscheinung dem Kaiser 
gekommen sei. Aber da Konstantin hier in Neumagen 
residirte, und da die Ueberlieferung sich fest an den Berg 
tragen haben. 
";Geschichten und Erzählungen des Moseltals
132;2;50;50;Thron;NoCategory;NoGroup;Neumagen;6.9;49.85;"Gleich unterhalb Neumagen lenkt stürmisch zur Mosel 
hin der wilde Hunsrückbach, die Thron ; ihren Ungestüm zu 
hemmen und für die Schiffahrt unschädlich zu machen, hat 
man neuerdings die Mündung durch Querdämme gesperrt, 
so daß die Thron gezwungen wird, in einem sehr spißen 
lenken. Hier ist klassischer Boden : Drahonus heißt das 
Flüßchen bei Ausonius. An seinem Oberlauf liegt der 
Stumpfe_Turm"", eine Römerbefestigung an der alten 
Römerstraße, die von Bingerbrück über Stromberg und 
Kirchberg nach Neumagen führte. Vier Festen hatten sich 
im Mittelalter an dieser Heerstraße angesiedelt : Baldenau, 
Bischofsthron, Hunolstein und Gräfenthron. Dann nimmt 
die Thron das Thrönchen auf, an dem Thronecken liegt, 
liede den Beinamen verlieh : Hagen von Thronei. Ja, viele 
Gelehrte verlegen dorthin auch Siegfrieds Tod, den erst 
spätere Dichter in dem Odenwald sich hätten ereignen lassen. 
Unweit der Mündung der Thron breitet sich ein mächtiges, 
nach Süden schauendes Weingebirge aus, an dessen Fuße, 
von der Mosel aus nicht sichtbar, das Dorf Thron liegt. 
Einst hatte die Abtei Tholei bei St. Wendel hier reichen. 
Besiz, aber auch das Erzstift Trier. Die Vögte der Abtei 
schall Berthier geschenkt, als Lohn für treue Dienste, und 
sie bildete nebst andern Höfen das neugebackene Fürstentum 
lagen, edelmütig genug, seine Weingüter verkauft und den 
Erlös der Staatskasse überwiesen. Auch die Probstei Thron 
gutsbesizer hat des Throners und des Emmelers Name 
seinen guten Klang treulich bewahrt, ja vielleicht ist der 
Klang noch voller geworden als ehedem. 
";Geschichten und Erzählungen des Moseltals
133;2;51;51;Die Burg des Bischofs Nicetius;NoCategory;NoGroup;Neumagen;6.9;49.85;"Venantius Fortunatus, der uns die Moselfahrt mit 
König Siegebert beschrieben, hat auch in einem Gedichte die 
Burg verherrlicht, die der Bischof Nicetius sich als Feste 
und Sommersiß an der Mosel erbaut hatte. Nicetius war 
ein thatkräftiger Mann, von 527-566 Bischof zu Trier, 
und hat die auftrafischen Könige, die zu Mez herrschten, 
bannt, doch dessen Sohn Siegebert rief ihn zurück. Leider 
wissen wir nicht genau, wo die Burg des Nicetius lag, 
doch dürfen wir sie schwerlich viel weiter moselabwärts als 
Neumagen suchen. Da nun die Lage des unterhalb der 
Thronmündung zur Mosel ziehenden breiten Weingebirges 
der Schilderung des Dichters so ziemlich entspricht, da auch 
ein jest verschwundenes Dorf Madelingen daselbst gelegen 
hat, dessen Namen dem Orte Mediolanum. des Fortunatus 
tius, andere allerdings weiter abwärts, da wo die Ruine 
Bischofsstein liegt, oder dieser gegenüber bei Burgen. Leider 
sind nirgends Mauerreste nachzuweisen, doch hat man wohl 
auch nicht danach gesucht. Wie sehr aber solche Reste 
schwinden können, wenn man nicht absichtlich sie erhält, 
zeigt das Beispiel von Trier und Neumagen. Die Burg 
hatte eine mit 30 Türmen versehene Ringmauer, die um 
maßen: 
"""" Auf den Gipfel des Felsen gebaut, erglänzet die Hofburg, 
Und ein gewaltiges Haus türmt sich, ein Berg auf dem Berg. 
Marmorne Säulen ragen und stüßen die hohen Balkone, 
Wo er im Sommer hinab schaut auf die Nachen im Strom. 
Dreifach übereinander getürmt aufsteiget das Bollwerk, 
Ganze Morgen, so scheints, sind hier mit Bauten bedeckt. 
Unten bewässern Kanäle das Land aus dem schlängelnden 
Bächlein, 
Mühlen, gerafft von der Flut, mahlen Getreide dem Volk. 
Und an dem steinigen Hang find gepflanzt weichsaftige 
Trauben, 
Wo sonst rauhes Gestrüpp, wird jezt die Rebe gebaut. 
Bäume stehen umher, mit den edelsten Früchten beladen, 
Und in der Frühlingszeit blüht es und duftet es rings."" 
Man möchte wohl annehmen, daß der Bischof die 
störten Konstantinsburg zu seinem Bau mitbenugt habe, ja, 
laß gewesen sei, gerade bei Neumagen seine Feste zu: 
bauen, denn in der Frankenzeit fehlte es nicht an mutigen. 
Kriegern, wohl aber an geschickten Handwerkern. 
";Geschichten und Erzählungen des Moseltals
134;2;52;52;Piesport;NoCategory;NoGroup;Piesport;6.91649;49.8864;"Auf dem linken Moselufer, an einer Stelle, wo ganz . 
steile mächtige Berge zum Teil in Form von Felswänden 
senkrecht in die Mosel hinuntergehen, liegt Piesport, so 
enge zwischen Fels und Fluß geschmiegt, daß die Häuser 
kaum Play finden. Der Name des Ortes ist wohl deutschen 
alten Zeiten her ist der Piesporter Wein besonders berühmt 
und geschäßt wegen seiner Fülle und seiner dem Rheinwein 
hundert hat man zeitweise die Rieslingtraube durch andere 
Sorten erseßt, zum großen Schaden für Piesports Ruf, bis . 
man dann späterhin wieder zum Riesling zurückgekehrt ist. 
Der Bau der Weinberge ist hier besonders mühselig : die 
Bergwand ist stellenweise so steil, daß nackte oder mit Ge= 
brechen, aber wo nur ein kleines und kleinstes Pläßchen 
eben zu gewinnen war, da stehen Weinstöcke, an mehreren 
Stellen gehen sie bis dicht an den Fluß hinunter. Nirgends 
besser als hier paßt die Schilderung des Aufonius noch jest : 
"" Bis zum obersten Gipfel der steil aufsteigenden Bergwand/ 
Gehn vom Gestade der Mosel hinauf die grünenden Ranken. 
Fröhlich ist bei der Arbeit das Volk, und geschäftige Winzer 
Machen sich bald zu thun auf der Höh und bald an dem 
Abhang; 
Neckisches Rufen ertönt um die Wette. Da hemmt wohl der 
Wandrer 
Drunten am Ufer den Schritt, und er und der Schiffer 
im Kahne 
Singen ein Spottlied wohl auf die Faulen, das hallt aus 
dem Felsen 
Wieder, aus Wipfeln des Waldes und aus des Flusses. 
Gewölbe."" 
Auch paßt nirgends besser als hier seine Schilderung 
von der Spiegelung im Wasser : 
• se ,ht wie zittert der Traube 
Echemen, kristallener Flut entwächst ein strohender 
Weinberg, 
Jeglicher Stock so klar, der Schiffer er könnte sie zählen, 
Denn in der That, meist ist die grüne Moselflut so 
treu die Uferberge wiederscheinen läßt. 
";Geschichten und Erzählungen des Moseltals
