Deutsch	latitude	longitude
Niedersteinbach, Niedersteinbach, Nìderstanbach	49.0382020834	7.71349059998
Nordheim, Nordheim, Nààrde	48.6396017162	7.50080829789
Nordhausen, Nordhouse, Nààrds	48.4472243918	7.68558012653
Nothalten, Nothalten, Nuutelt	48.3556520235	7.41160208554
Obenheim, Obenheim, Owene	48.3562350534	7.68497044431
Betschdorf, Betschdorf, Batschdorf	48.893487303	7.92255309446
Betschdorf, Betschdorf, Batschdorf	48.893487303	7.92255309446
Betschdorf, Betschdorf, Batschdorf	48.893487303	7.92255309446
Betschdorf, Betschdorf, Batschdorf	48.893487303	7.92255309446
Oberbronn, Oberbronn, Owerbrunn	48.9380836461	7.59665709278
Oberdorf-Spachbach, Oberdorf-Spachbach, Owerdorf-Spàchbàch	48.9274480651	7.76852769166
Oberhaslach, Oberhaslach, Ewerhosle	48.5685057118	7.29548789735
Oberhausbergen, Oberhausbergen, Ìwerhüsbàrje	48.6073002945	7.68309913156
Oberhofen, Oberhoffen-lès-Wissembourg, Owerhoffe	49.0107628213	7.91451933272
Oberhofen an der Moder, Oberhoffen-sur-Moder, Ewerhoffe	48.7801040272	7.88738513222
Oberhofen an der Moder, Oberhoffen-sur-Moder, Ewerhoffe	48.7801040272	7.88738513222
Oberlauterbach, Oberlauterbach, Owerlauterbàch	48.9448114402	8.06578726125
Obermodern-Zutzendorf, Obermodern-Zutzendorf, Owermodre-Zutzedorf	48.8479068198	7.54015464948
Obermodern-Zutzendorf, Obermodern-Zutzendorf, Owermodre-Zutzedorf	48.8479068198	7.54015464948
Obermodern-Zutzendorf, Obermodern-Zutzendorf, Owermodre-Zutzedorf	48.8479068198	7.54015464948
Oberehnheim, Obernai, Ewernahn	48.4593467321	7.48006434701
Oberrödern, Oberrœdern, Owerreddere	48.9271368909	7.97102967191
Oberschäffolsheim, Oberschaeffolsheim, Schafelse	48.5919169259	7.64608858988
Seebach, Seebach, Seebàch	48.9644209228	7.99028108589
Seebach, Seebach, Seebàch	48.9644209228	7.99028108589
Seebach, Seebach, Seebàch	48.9644209228	7.99028108589
Obersulzbach, Obersoultzbach, Owersulzbach	48.851369071	7.44768959028
Obersteinbach, Obersteinbach, Owerstanbach	49.0379940706	7.67309796819
Odrazheim, Odratzheim, Oderze	48.6001350338	7.48985443833
Örmingen, Oermingen, Ermìnge	48.9984271369	7.11950944283
Offendorf, Offendorf, Offedorf	48.7148337726	7.92739646265
Offweiler, Offwiller, Offwìller	48.917321847	7.5423120492
Ohlungen, Ohlungen, Ohlunge	48.8121908123	7.69421854068
Ohlungen, Ohlungen, Ohlunge	48.8121908123	7.69421854068
Ohnenheim, Ohnenheim, Uune	48.1873821568	7.50382215032
Olwisheim, Olwisheim, Olse	48.6977790108	7.67388730631
Orschweiler, Orschwiller, Orschwiller	48.2472141611	7.35466655979
Osthofen, Osthoffen, Oschthoffe	48.590139334	7.56183969821
Osthausen, Osthouse, Ohscht	48.394273648	7.65078439355
Ostwald, Ostwald, Oschwàld	48.5471323955	7.70760430953
Otterstal, Ottersthal, Otterschdal	48.7589616687	7.34210158035
Ottersweiler, Otterswiller, Otterschwiller	48.7226898525	7.37894754782
Ottrott, Ottrott, Ottrott	48.4434374839	7.36707935429
Ottweiler, Ottwiller, Ottwiller	48.8634372221	7.22875830656
Petersbach, Petersbach, Peterschbàch	48.8771297882	7.27203976424
Pfalzweier, Pfalzweyer, Pfàlzweier	48.8087234106	7.25966087365
Pfülgriesheim, Pfulgriesheim, Filgriese	48.6443318607	7.6650628557
Blen, Plaine, (*)	48.4242524376	7.136828953
Blen, Plaine, (*)	48.4242524376	7.136828953
Blen, Plaine, (*)	48.4242524376	7.136828953
Plombsheim, Plobsheim, Plobse	48.4612697761	7.73493123238
Preuschdorf, Preuschdorf, Prischdorf	48.9468559983	7.80368021275
Prinzheim, Printzheim, Prìnze	48.7920916691	7.47697747581
Puberg, Puberg, Puberich	48.9155823913	7.30719707129
Quatzenheim, Quatzenheim, Zwàtzne	48.6274123136	7.57602311143
Rangen, Rangen, Rànge	48.6722666371	7.4769068152
Roggensbach, Ranrupt, (*)	48.3735594187	7.19531631799
Ratzweiler, Ratzwiller, Rotschwiller	48.9511834886	7.25526644462
Rauweiler, Rauwiller, Ruuwiller	48.8098418508	7.11166295825
Reichsfeld, Reichsfeld, Risfald	48.3632176114	7.38013240259
Reichshofen, Reichshoffen, Risshoffe	48.9374738141	7.67524392533
Reichshofen, Reichshoffen, Risshoffe	48.9374738141	7.67524392533
Reichstett, Reichstett, Richstett	48.6474873068	7.75703020685
Reinhardsmünster, Reinhardsmunster, Neiderfel	48.6824887091	7.29960945429
Reipertsweiler, Reipertswiller, Rippertswiller	48.9475831775	7.44744692113
Retschweiler, Retschwiller, Retschwiller	48.9509410927	7.8859650468
Reutenburg, Reutenbourg, Riteburi	48.6821850405	7.40817008946
Rexingen, Rexingen, Rexinge	48.9055663204	7.17766752759
Rheinau, Rhinau, Rhinài	48.3122226913	7.70444455631
Richtolsheim, Richtolsheim, Rìchtelse	48.2238657703	7.60386287362
Riedselz, Riedseltz, Ridselz	48.9891485983	7.94873374892
Rimsdorf, Rimsdorf, Rìmschdroff	48.9288350756	7.11724868007
Ringeldorf, Ringeldorf, Rìngeldorf	48.8291827005	7.60614758961
Ringendorf, Ringendorf, Rìngendorf	48.8101089087	7.55595222549
Rittershoffen, Rittershoffen, Ritterschoffe	48.892173968	7.97014656337
Röschwoog, Rœschwoog, Reschwuch	48.8228673826	8.04052812469
Rohr, Rohr, Ruur	48.6932332205	7.53580119117
Rohrweiler, Rohrwiller, Rowiller	48.7499197158	7.90265116944
Romansweiler, Romanswiller, Rumedswiller	48.6407597718	7.38032558505
Roppenheim, Roppenheim, Roppenem	48.837297524	8.06719387329
Rosenweiler, Rosenwiller, Rosewiller	48.5087284504	7.42577148597
Rosheim, Rosheim, Roose	48.490413735	7.41207007733
Rossfeld, Rossfeld, Rossfald	48.3321360807	7.61305399839
Rosteig, Rosteig, Roschtai	48.9319268767	7.33608226075
Rothau, Rothau, (*) Ruudöi	48.447644633	7.2070541855
Rothbach, Rothbach, Ruubach	48.9053776455	7.51101928675
Rott, Rott, Rott (Unterelsass)	49.0192487801	7.90612997261
Rottelsheim, Rottelsheim, Rottelse	48.759113126	7.71180608722
Runzenheim, Rountzenheim, Runzenem	48.8214167109	7.99834154891
Russ, Russ, (*) Rüss	48.485644468	7.26907262122
Russ, Russ, (*) Rüss	48.485644468	7.26907262122
Russ, Russ, (*) Rüss	48.485644468	7.26907262122
Saal, Saales, (*)	48.3516658281	7.11035100405
Saasenheim, Saasenheim, Sààse	48.239955028	7.62929125209
Sässolsheim, Saessolsheim, Saselse	48.7083552317	7.51301777212
Sankt Blasius, Saint-Blaise-la-Roche, (*)	48.4073616064	7.17386676722
Sankt Johann bei Zabern, Saint-Jean-Saverne, Sànt Johànn	48.7782167422	7.3556231734
Sankt Martin, Saint-Martin, Sàm-Màrte	48.3498144162	7.28574653524
Sankt Moritz, Saint-Maurice, (*)	48.3329201616	7.33527285146
Sankt Nabor, Saint-Nabor, Sant Nawer	48.4414538675	7.41761781742
Sankt Peter, Saint-Pierre, Sampeeter	48.3845643843	7.46512483546
Sankt Petersholz, Saint-Pierre-Bois, Sàm Peterschulz	48.3357426244	7.36372911449
Sankt Petersholz, Saint-Pierre-Bois, Sàm Peterschulz	48.3357426244	7.36372911449
Salmbach, Salmbach, Sàlembàch	48.9761241768	8.07012964746
Sand, Sand, Sànd	48.3775481773	7.61937437402
Saarunion, Sarre-Union, Buckenum	48.9451866571	7.08863161456
Saarwerden, Sarrewerden, Sààrwerde	48.9076740897	7.07306614237
Saarwerden, Sarrewerden, Sààrwerde	48.9076740897	7.07306614237
Saarwerden, Sarrewerden, Sààrwerde	48.9076740897	7.07306614237
Salzern, Saulxures, (*)	48.3924491684	7.1235892563
Zabern, Saverne, Zàwere	48.7402250066	7.34206238199
Zabern, Saverne, Zàwere	48.7402250066	7.34206238199
Zabern, Saverne, Zàwere	48.7402250066	7.34206238199
Schäffersheim, Schaeffersheim, Schafersche	48.4340220417	7.61316826135
Schaffhausen an der Zorn, Schaffhouse-sur-Zorn, Schaffhüse	48.7338365703	7.55662870926
Schaffhausen bei Selz, Schaffhouse-près-Seltz, Schàffhöise	48.9121321004	8.08967677055
Schalkendorf, Schalkendorf, Schàlkedorf	48.8369254712	7.56834375318
Berheim-Irmstett, Scharrachbergheim-Irmstett, Barige-ìrmstett	48.5896337884	7.4902817682
Berheim-Irmstett, Scharrachbergheim-Irmstett, Barige-ìrmstett	48.5896337884	7.4902817682
Scheibenhard, Scheibenhard, Schaiwert	48.9694902772	8.14441884715
Scherlenheim, Scherlenheim, Scharle	48.7660880313	7.53344245942
Scherweiler, Scherwiller, Scherwiller	48.2952491317	7.41512520333
Scherweiler, Scherwiller, Scherwiller	48.2952491317	7.41512520333
Schillersdorf, Schillersdorf, Schìllerschdorf	48.8709974146	7.52392906348
Schiltigheim, Schiltigheim, Schìlige	48.6118660258	7.74408199334
Schirmeck, Schirmeck, Schirmeck	48.4922866758	7.19802185316
Schirmeck, Schirmeck, Schirmeck	48.4922866758	7.19802185316
Schirrhein, Schirrhein, Schirain / Schiran	48.7957460013	7.91694869062
Schirrhofen, Schirrhoffen, Schirroft / Schirroffe	48.8069986345	7.92537675508
Schleithal, Schleithal, Schlatel	48.9866877882	8.03245786047
Schnersheim, Schnersheim, Schnarsche	48.6601653977	7.56876364377
Schnersheim, Schnersheim, Schnarsche	48.6601653977	7.56876364377
Schnersheim, Schnersheim, Schnarsche	48.6601653977	7.56876364377
Schönau, Schœnau, Scheenài	48.2260065064	7.65066673603
Schönburg, Schœnbourg, Scheenburi	48.8335988956	7.26601140557
Schönenburg, Schœnenbourg, Scheeneburi	48.9503956142	7.91692156596
Schopperten, Schopperten, Schopperte	48.9475398723	7.05381254412
Schweighausen im Elsass, Schweighouse-sur-Moder, Schwaighüse	48.8172159239	7.7377298253
Schweinheim, Schwenheim, Schwäne	48.7149255569	7.41004083904
Schwindratzheim, Schwindratzheim, Schwìngelse	48.765401982	7.60282147839
Schwobsheim, Schwobsheim, Schwobse	48.2365028477	7.57432904061
Schlettstadt, Sélestat, Schlettstàdt	48.2481136279	7.46224896454
Selz, Seltz, Selz	48.8938553051	8.10498682501
Sermersheim, Sermersheim, Sarmersche	48.3443357629	7.55277785563
Sessenheim, Sessenheim, Sasem / Sasene	48.7952349211	7.98061145834
Siegen, Siegen, Sije	48.957145226	8.03962378793
Sieweiler, Siewiller, Sììwiller	48.8414802623	7.20492965057
Silzheim, Siltzheim, Sìlze	49.061608516	7.09081368964
Solbach, Solbach, Solbàch	48.4311691709	7.19975808177
Suffelweyersheim, Souffelweyersheim, Süffelwirsche	48.6319311688	7.74194727065
Sufflenheim, Soufflenheim, Süfflum	48.8085682655	7.95676945015
Sulzbad, Soultz-les-Bains, Sulz	48.5676100551	7.47820560302
Sulz unterm Wald, Soultz-sous-Forêts, Sulz	48.9461642075	7.87359864642
Sulz unterm Wald, Soultz-sous-Forêts, Sulz	48.9461642075	7.87359864642
Sparsbach, Sparsbach, Spàrschbàch	48.8795880756	7.40029606816
Stattmatten, Stattmatten, Stàttmàtte	48.794852744	8.01771717593
Steige, Steige, (*) Stai	48.3628206219	7.22974408388
Steinburg, Steinbourg, Staiweri	48.7639649052	7.41351196572
Steinselz, Steinseltz, Stanselz	49.0050564823	7.92824415815
Still, Still, Stìll	48.5666223105	7.36640588547
Stotzheim, Stotzheim, Stotze	48.3757768768	7.50674742372
Straßburg, Strasbourg, Stroosburi	48.5712679849	7.76752679517
Straßburg, Strasbourg, Stroosburi	48.5712679849	7.76752679517
Straßburg, Strasbourg, Stroosburi	48.5712679849	7.76752679517
Struth, Struth, Struth	48.8951838329	7.26857056944
Stundweiler, Stundwiller, Stundwiller	48.9244859775	7.99641194102
Stutzheim-Offenheim, Stutzheim-Offenheim, Stìtze-Offne	48.6266854677	7.62711611103
Stutzheim-Offenheim, Stutzheim-Offenheim, Stìtze-Offne	48.6266854677	7.62711611103
Sundhausen, Sundhouse, Sundhüse	48.2550723499	7.63031906582
Surburg, Surbourg, Sürburi	48.9102568228	7.83566149848
Thal bei Drulingen, Thal-Drulingen, Dààl	48.9123489426	7.13788332344
Thal bei Maursmünster, Thal-Marmoutier, Dààl	48.6960773859	7.34056735881
Thal bei Maursmünster, Thal-Marmoutier, Dààl	48.6960773859	7.34056735881
Thal bei Maursmünster, Thal-Marmoutier, Dààl	48.6960773859	7.34056735881
Thannweiler, Thanvillé, Dawiller	48.3253039558	7.34853223079
Tieffenbach, Tieffenbach, Diefebàch	48.9024013107	7.24423915317
Tränheim, Traenheim, Draane	48.5940735838	7.46515518656
Triembach, Triembach-au-Val, Driembàch	48.3434265529	7.33416002911
Trimbach, Trimbach, Drimbàch	48.9403737526	8.01823156218
Truchtersheim, Truchtersheim, Trüdersche	48.6564842295	7.61650465885
Truchtersheim, Truchtersheim, Trüdersche	48.6564842295	7.61650465885
Truchtersheim, Truchtersheim, Trüdersche	48.6564842295	7.61650465885
Uhlweiler, Uhlwiller, Ühlwìller	48.8202578689	7.67470803749
Uhlweiler, Uhlwiller, Ühlwìller	48.8202578689	7.67470803749
Uhrweiler, Uhrwiller, Örwìller	48.8809856779	7.57978326718
Urbeis, Urbeis, (*) Urwais	48.3323782294	7.20301847743
Urmatt, Urmatt, Ürmott	48.5390014537	7.29527991151
Uttenheim, Uttenheim, Üetene	48.4140516502	7.59572846761
Uttenhofen, Uttenhoffen, Ötehoffe	48.8931983162	7.64472103816
Uttweiler, Uttwiller, Üetwiller	48.8464668751	7.49650290601
Walf, Valff, Vàlf	48.4221033053	7.52644718944
Valff, Valff, Vàlf	48.4221033053	7.52644718944
Vendenheim, Vendenheim, Vangene	48.6674524477	7.73934378443
Weiler, Villé, Willer	48.3429794644	7.30342869358
Völlerdingen, Vœllerdingen, Vellerdìnge	48.9716431163	7.13658791217
Volksberg, Volksberg, Volkschburi	48.940471202	7.29797593831
Wahlenheim, Wahlenheim, Wàhle	48.7659087091	7.68693403664
Walburg, Walbourg, Wàlburi	48.8857093075	7.78279699588
Waldersbach, Waldersbach, Wàlderschbàch	48.4178454688	7.21830400487
Waldhambach, Waldhambach, Hàmbàch	48.9271512817	7.2306707984
Waldolwisheim, Waldolwisheim, Wololse	48.734237181	7.4372618571
Waltenheim an der Zorn, Waltenheim-sur-Zorn, Wàltene	48.7430310189	7.62201950135
Wangen, Wangen, Wànge	48.6188684237	7.46340283895
Wasselnheim, Wasselonne, Wàssle	48.6388786162	7.44230441985
Wasselnheim, Wasselonne, Wàssle	48.6388786162	7.44230441985
Weinburg, Weinbourg, Wimburi	48.8716635138	7.44076815738
Weislingen, Weislingen, Wislìnge	48.9192784207	7.25784429593
Weitbruch, Weitbruch, Widbrüech	48.7621242565	7.78027504315
Weitersweiler, Weiterswiller, Witerschwiller	48.8549695809	7.40901430205
Westhofen im Elsaß, Westhoffen, Weschthoffe	48.6050551631	7.41483819754
Westhausen, Westhouse, Wesch	48.4068133604	7.57239597333
Westhausen b. Maursmünster, Westhouse-Marmoutier, Weschthüse	48.6858047247	7.45416585837
Weyer, Weyer, Weier	48.858764489	7.16208154442
Weyersheim, Weyersheim, Wirsche	48.7165328229	7.83088991844
Wickersheim-Wilshausen, Wickersheim-Wilshausen, Wickersche	48.7815411023	7.53331362139
Wickersheim-Wilshausen, Wickersheim-Wilshausen, Wickersche	48.7815411023	7.53331362139
Wildersbach, Wildersbach, (*) Wìlderschbàch	48.4358512521	7.22390399237
Willgottheim, Willgottheim, Wìlde	48.6735628136	7.51567430993
Willgottheim, Willgottheim, Wìlde	48.6735628136	7.51567430993
Wilwisheim, Wilwisheim, Wìlse	48.753708765	7.49990047042
Wimmenau, Wimmenau, Wimmenau	48.9213776191	7.42020495369
Windstein, Windstein, Wìndstain	48.9912433394	7.69559951845
Windstein, Windstein, Wìndstain	48.9912433394	7.69559951845
Wingen, Wingen, Wìnge	49.0391731666	7.81446231798
Wingen, Wingen, Wìnge	49.0391731666	7.81446231798
Wingen an der Moder, Wingen-sur-Moder, Wìnge	48.9254902407	7.37022391783
Wintershausen, Wintershouse, Wìnterschhüse	48.796262357	7.70641296219
Winzenbach, Wintzenbach, Wìnzebàch	48.9320980019	8.10430684085
Winzenheim-Kochersberg, Wintzenheim-Kochersberg, Wìnzne	48.6578223701	7.50786446733
Wisch, Wisches, (*)	48.5121595612	7.21702183927
Wisch, Wisches, (*)	48.5121595612	7.21702183927
Wisch, Wisches, (*)	48.5121595612	7.21702183927
Weißenburg, Wissembourg, Waisseburch / Wisseburi	49.0184562539	7.96174575912
Weißenburg, Wissembourg, Waisseburch / Wisseburi	49.0184562539	7.96174575912
Weißenburg, Wissembourg, Waisseburch / Wisseburi	49.0184562539	7.96174575912
Witternheim, Witternheim, Wìttre	48.3134249965	7.6177163093
Wittersheim, Wittersheim, Wìttersche	48.7801634182	7.65461502349
Wittisheim, Wittisheim, Wìttse	48.2630616091	7.59069438607
Wiwersheim, Wiwersheim, Wiwersche	48.6379420012	7.59735898171
Wörth an der Sauer, Wœrth, Werth	48.9412737008	7.74416394777
Wolfisheim, Wolfisheim, Wolfze	48.5869426788	7.66313638698
Wolfskirchen, Wolfskirchen, Wolfskìrich	48.8758422712	7.08071824299
Wolschheim, Wolschheim, Wolsche	48.706871713	7.45128183005
Wolxheim, Wolxheim, Wolixe	48.5703058902	7.5074599373
Wolxheim, Wolxheim, Wolixe	48.5703058902	7.5074599373
Zehnacker, Zehnacker, Zehnàcker	48.670402343	7.45043435206
Zeinheim, Zeinheim, Zäine	48.6785745127	7.48842740498
Zellweiler, Zellwiller, Zallwiller	48.3992469094	7.51120403542
Zinsweiler, Zinswiller, Zìnswìller	48.9161140099	7.58112323048
Zittersheim, Zittersheim, Zìttersche	48.9007208521	7.33743606824
Zöbersdorf, Zœbersdorf, Zäwerschdorf	48.7949132154	7.52344592585
Algolsheim, Algolsheim, Àlgelse	48.0034942953	7.54980840525
Altenach, Altenach, Àltenàch	47.6017527449	7.10896561686
Altkirch, Altkirch, Àltkìrech	47.6210336538	7.24484329622
Ammerschweier, Ammerschwihr, Ammerschwihr	48.119478992	7.25998332176
Ammerschweier, Ammerschwihr, Ammerschwihr	48.119478992	7.25998332176
Bernweiler, Bernwiller, Barnwiller	47.6926147527	7.16944522071
Andolsheim, Andolsheim, Àndelse	48.0652206217	7.43654259206
Appenweiher, Appenwihr, Àppewihr	48.0252709837	7.45257417009
Arzenheim, Artzenheim, Ààrze	48.1150139228	7.54242627283
Aspach, Aspach, Ààschpi	47.6424583561	7.23328777965
Niederaspach, Aspach-le-Bas, Neederàschbàch	47.7664940616	7.15106009452
Attenschweiler, Attenschwiller, Àtteschwìller	47.5678328744	7.46912969155
Altweier, Aubure, Altwihr	48.204266087	7.21127661313
Baldersheim, Baldersheim, Bàldersche	47.7990452233	7.41601212469
Balgau, Balgau, Bàlgäu	47.9272368478	7.53211500774
Ballersdorf, Ballersdorf, Bàllerschdorf	47.6201402497	7.15603615606
Balschweiler, Balschwiller, Bàlschwìller	47.6733286773	7.16339567268
Balschweiler, Balschwiller, Bàlschwìller	47.6733286773	7.16339567268
Balzenheim, Baltzenheim, Bàlze	48.0987704391	7.55258087773
Banzenheim, Bantzenheim, Bànzene	47.8222082924	7.50289765703
Bartenheim, Bartenheim, Bàrtene	47.6362849044	7.4885344409
Bartenheim, Bartenheim, Bàrtene	47.6362849044	7.4885344409
Battenheim, Battenheim, Bàttene	47.818845544	7.41535259558
Bebelnheim, Beblenheim, Bawle	48.1591484173	7.34155964145
Baronsweiler, Bellemagny, (*) Baretswiller	47.6903963579	7.05935022603
Bendorf, Bendorf, Banderf	47.4845658206	7.2774077888
Bennweier, Bennwihr, Bànnwihr	48.1394469818	7.33981544547
Bennweier, Bennwihr, Bànnwihr	48.1394469818	7.33981544547
Berenzweiler, Berentzwiller, Barezwiller	47.5810125043	7.38725131168
Bergheim, Bergheim, Barige	48.2125964008	7.35786517874
Bergholz, Bergholtz, Bargholz	47.9204515287	7.2473083241
Bergholz-Zell, Bergholtzzell, Bargholzzàll	47.9270613981	7.22577933017
Bernweiler, Bernwiller, Barnwiller	47.7001534046	7.1910425266
Berrweiler, Berrwiller, Barrwiller	47.8459225933	7.21845369299
Bettendorf, Bettendorf, Batterf	47.5833339186	7.28390346765
Bettlach, Bettlach, Bättlàch	47.511555294	7.42254471079
Biederthal, Biederthal, Bierthel	47.4709691234	7.43560956506
Biesheim, Biesheim, Biese	48.0504323482	7.53680970912
Bilzheim, Biltzheim, Bìlze	47.9624598517	7.36950245681
Bischweier, Bischwihr, Bìschwihr	48.0933356673	7.42793671425
Bisel, Bisel, Bìsel	47.53847364	7.22083949332
Bitschweiler, Bitschwiller-lès-Thann, Bitschwiller	47.8268493029	7.06896787479
Blodelsheim, Blodelsheim, Blodelse	47.8835902429	7.52612797828
Blotzheim, Blotzheim, Blohze	47.6041661694	7.49467481081
Bollweiler, Bollwiller, Bollwiller	47.854030178	7.25159464138
Niederburbach, Bourbach-le-Bas, Neederburbàch	47.7727515199	7.05308714247
Oberburbach, Bourbach-le-Haut, Ewerburbàch	47.7983331125	7.03017652946
Buchsweiler, Bouxwiller, Busswiller	47.5041559244	7.34056015721
Buchsweiler, Bouxwiller, Busswiller	47.5041559244	7.34056015721
Brückensweiler, Bréchaumont, Bruckedswiller	47.6646087858	7.05590134955
Breitenbach, Breitenbach-Haut-Rhin, Bräitebàch	48.0110195796	7.10491597545
Bretten, Bretten, Bratte	47.7056292411	7.0643418397
Brinkheim, Brinckheim, Brìnke	47.6210927169	7.45833574797
Brubach, Bruebach, Bruebi	47.700432424	7.35849105232
Bütweiler, Buethwiller, Büethwiller	47.6601180217	7.13595818077
Bühl, Buhl, Beel	47.9243546086	7.17962229088
Bühl, Buhl, Bihl	47.9243546086	7.17962229088
Niederburnhaupt, Burnhaupt-le-Bas, Neederburnhaipt	47.7164544837	7.15440584349
Oberburnhaupt, Burnhaupt-le-Haut, Ewerburnhaipt	47.7343429793	7.12813648171
Buschweiler, Buschwiller, Büschwìller	47.5567551191	7.49825587796
Karspach, Carspach, Karschbach	47.6224935398	7.19502984795
Sennheim, Cernay, Sanne	47.7945078153	7.17932820409
Eichwald, Chalampé, Schàlàmpi	47.8321259921	7.54929893347
Colmar, Colmar, Colmer	48.1099405789	7.38468690323
Ottendorf, Courtavon, (*) Ottederf	47.4694045712	7.20007884538
Dammerkirch, Dannemarie, Dàmmerkìlch	47.6251404599	7.12181938903
Dessenheim, Dessenheim, Dassene	47.9735592224	7.48193458989
Diefmatten, Diefmatten, Diefmàtte	47.7060797698	7.10092606116
Dietweiler, Dietwiller, Dietwiller	47.7010678326	7.42599778593
Dollern, Dolleren, Dollere	47.7961632915	6.91934613041
Durlinsdorf, Durlinsdorf, Deerlersterf	47.4919501348	7.23379893851
Durmenach, Durmenach, Dìrmene	47.5262001607	7.33850450335
Dürrenenzen, Durrenentzen, Dìrrenanze	48.0949092632	7.50887366008
Eglingen, Eglingen, Eglìnge	47.6565496554	7.18346024257
Egisheim, Eguisheim, Exe	48.0371183049	7.30052876111
Ellbach, Elbach, Albach	47.6424317944	7.06940948194
Emlingen, Emlingen, Emlìnge	47.627841475	7.29119379488
Sankt Bernhard, Saint-Bernard, Sànkt Bernhàrd	47.665884637	7.20435846737
Sankt Bernhard, Saint-Bernard, Sànkt Bernhàrd	47.665884637	7.20435846737
Ensisheim, Ensisheim, Anze	47.8530628657	7.37246514573
Eschbach im Tal, Eschbach-au-Val, Eschbe im Dàl	48.0218694285	7.1465502338
Eschenzweiler, Eschentzwiller, Aschedswiller	47.7097157075	7.39173125323
Welschensteinbach, Eteimbes, (*) Welschestaibach	47.7059397365	7.04282420421
Falkweiler, Falkwiller, Fàlkwiller	47.6808376844	7.1296631306
Feldbach, Feldbach, Falbe	47.5339340394	7.25619803671
Feldkirch, Feldkirch, Faldkìrech	47.8564873154	7.27311359047
Felleringen, Fellering, Falleri	47.9157234129	6.95863361019
Felleringen, Fellering, Falleri	47.9157234129	6.95863361019
Pfirt, Ferrette, Pfìrt	47.4935597154	7.3158338091
Fessenheim, Fessenheim, Fassene	47.9099263761	7.53198557441
Fislis, Fislis, Feeslis	47.5137490196	7.38210815031
Flachslanden, Flaxlanden, Flàxlànde	47.6920814143	7.32559027655
Volkensberg/Folgensburg, Folgensbourg, Folgeschburg	47.5385121748	7.44187031126
Fortschweier, Fortschwihr, Fortschwihr	48.0854227132	7.4520020595
Franken, Franken, Frànke	47.5945824627	7.35367569573
Urbach b. Kaysersberg, Fréland, (*) Ürbach	48.1836015307	7.18808543159
Friesen, Friesen, Friese	47.5615367356	7.15172348131
Fröningen, Frœningen, Frehnige	47.6951501354	7.25691494942
Füllern, Fulleren, Fìllere	47.5915166873	7.15765946964
Galfingen, Galfingue, Gàlfìnge	47.7038424637	7.22128198778
Geishausen, Geishouse, Gaishüse	47.8886591699	7.07169057683
Geispitzen, Geispitzen, Gaispìtze	47.6738405843	7.43812251633
Geiswasser, Geiswasser, Geisswàsser	47.9780603798	7.60554789815
Gildweiler, Gildwiller, Gìldwìller	47.6967983198	7.14022952947
Goldbach-Altenbach, Goldbach-Altenbach, Golbàch-Àltebàch	47.8792538738	7.10493674734
Goldbach-Altenbach, Goldbach-Altenbach, Golbàch-Àltebàch	47.8792538738	7.10493674734
Gommersdorf, Gommersdorf, Gummerschdorf	47.6413930168	7.13299368757
Griesbach im Tal, Griesbach-au-Val, Grischbe im Dàl	48.0293037675	7.1719566301
Grussenheim, Grussenheim, Grüsse	48.1464465778	7.49149736481
Geberschweier, Gueberschwihr, Gawerschwihr	48.0068225604	7.25975546236
Gebweiler, Guebwiller, Gawiller	47.9096692207	7.21013500007
Gemar, Guémar, Geemàr	48.1941685271	7.41475007829
Gevenatten, Guevenatten, Gavenàtt	47.6827031934	7.08344025468
Gewenheim, Guewenheim, Gaiwene	47.7499350784	7.09127523458
Gundolsheim, Gundolsheim, Gungelse	47.9283813908	7.29831896796
Gunsbach, Gunsbach, Gìnschbe	48.0614208106	7.16506568008
Habsheim, Habsheim, Hàbse	47.726261392	7.43344571206
Hagenbach, Hagenbach, Hàgebàch	47.6457240743	7.16160529294
Niederhagenthal, Hagenthal-le-Bas, Neederhàgethàl	47.5308980609	7.48185417828
Oberhagenthal, Hagenthal-le-Haut, Oberhàgethàl	47.5192935701	7.45588624848
Hartmannsweiler, Hartmannswiller, Hàrtmànnswiller	47.8595424228	7.1992146478
Hattstatt, Hattstatt, Hàttschet	48.0147694216	7.27362142833
Hausgauen, Hausgauen, Hüsgaie	47.6037839946	7.31760111595
Hecken, Hecken, Hecke	47.6935000401	7.11527633282
Hegenheim, Hégenheim, Hagene	47.5611004781	7.52631404841
Heidweiler, Heidwiller, Haidwìller	47.6568601238	7.23377297694
Heimersdorf, Heimersdorf, Haimersdorf	47.563206505	7.23667862006
Heimsbrunn, Heimsbrunn, Hemschprung	47.7248268389	7.21972228432
Heiteren, Heiteren, Haitre	47.9616184488	7.54628533058
Heiweiler, Heiwiller, Haiwìller	47.6233403616	7.32325966254
Helfrantskirch, Helfrantzkirch, 	47.6042771391	7.41446012187
Helfranzkirch, Helfrantzkirch, Halfrànzchìlech	47.6042771391	7.41446012187
Herlisheim, Herrlisheim-près-Colmar, Herrlese	48.0190918794	7.32531342644
Häsingen, Hésingue, Häsige	47.579283771	7.51544273738
Hettenschlag, Hettenschlag, Hetteschlàg	48.0076759842	7.456998109
Hindlingen, Hindlingen, Hìndlìnge	47.5703946445	7.14196837188
Hirsingen, Hirsingue, Hìrsinge	47.5891425411	7.25204087522
Hirzbach, Hirtzbach, Hìrzbàch	47.5906206548	7.20843110407
